DXEX v5
C:\Data\LDA\Charlie_2017\Run8_x400_fl_4hz_300secs\Run8_x400_fl_4hz_300secs.lda
14:38:11
2;400.0000 mm;0.0000 mm;15.0000 mm
Region1
"Row#"	"AT [ms]"	"TT [us]"	"LDA1 [m/s]"	"LDA4 [m/s]"	
50	1166.005	682.7	0.09998	-0.00703
51	1167.561	1310.7	0.09902	-0.00698
52	1180.832	546.1	0.09788	-0.00595
53	1182.116	942.1	0.09939	-0.00395
54	1193.339	1269.8	0.09942	-0.00502
55	1250.301	798.7	0.09247	-0.00322
56	1262.288	682.7	0.09550	0.00140
57	1263.462	737.3	0.09118	-0.00140
58	1275.013	1037.7	0.09406	0.00037
59	1304.313	785.1	0.09366	-0.00398
60	1340.413	2246.0	0.09667	-0.00406
61	1351.062	1010.3	0.09623	-0.00294
62	1382.328	921.6	0.10181	-0.00020
63	1393.060	621.2	0.10034	-0.00099
64	1416.489	1078.6	0.10282	-0.00147
65	1432.381	1242.5	0.10139	-0.00129
66	1435.822	628.1	0.10038	-0.00130
67	1439.481	737.3	0.10181	-0.00208
68	1441.038	355.0	0.10196	-0.00148
69	1459.005	1071.8	0.09871	-0.00369
70	1478.830	812.4	0.09886	-0.00408
71	1520.582	1078.6	0.09931	-0.00404
72	1547.725	791.9	0.10242	-0.00445
73	1573.721	641.7	0.10035	-0.00307
74	1586.609	826.0	0.10222	-0.00184
75	1625.412	737.3	0.09651	-0.00220
76	1676.339	921.6	0.09715	-0.00387
77	1709.626	710.0	0.09955	-0.00286
78	1712.903	887.5	0.09639	-0.00362
79	1721.313	546.1	0.09811	-0.00234
80	1735.813	1392.6	0.09988	-0.00273
81	1763.611	1153.7	0.09805	-0.00347
82	1801.649	669.0	0.09855	-0.00148
83	1820.436	1338.0	0.09817	-0.00189
84	1865.684	1829.5	0.10174	-0.00480
85	1867.104	471.0	0.09998	-0.00403
86	1873.930	791.9	0.09755	-0.00314
87	1890.642	593.9	0.09767	-0.00482
88	1894.410	662.2	0.09772	-0.00517
89	1896.868	675.8	0.09880	-0.00427
90	1908.855	395.9	0.10063	-0.00385
91	1910.876	245.8	0.10138	-0.00311
92	1912.515	2887.7	0.10057	-0.00582
93	1919.887	1099.1	0.09796	-0.00461
94	1946.894	928.4	0.09813	-0.00593
95	1954.567	785.1	0.09756	-0.00562
96	1970.732	873.8	0.09713	-0.00754
97	1977.586	682.7	0.09909	-0.00542
98	1999.049	307.2	0.10076	-0.00681
99	2012.512	928.4	0.09916	-0.00846
100	2050.031	1228.8	0.09985	-0.00805
101	2055.629	1078.6	0.09795	-0.00916
102	2075.535	873.8	0.09685	-0.00939
103	2153.305	614.4	0.08803	-0.00996
104	2164.855	1105.9	0.09367	-0.00605
105	2212.588	1167.4	0.09226	-0.00428
106	2231.566	873.8	0.08898	-0.00445
107	2249.342	1140.1	0.09165	-0.00517
108	2300.078	1269.8	0.09205	-0.00376
109	2303.082	764.6	0.09287	-0.00397
110	2327.712	846.5	0.08927	-0.00378
111	2369.246	600.7	0.09062	-0.00172
112	2381.288	1146.9	0.09148	-0.00559
113	2408.158	1515.5	0.08989	-0.00225
114	2449.855	1065.0	0.08574	-0.00239
115	2452.640	771.4	0.08531	-0.00226
116	2519.132	1938.8	0.08526	0.00041
117	2559.983	1187.8	0.08377	-0.00068
118	2580.654	1051.3	0.08474	-0.00456
119	2598.895	464.2	0.08484	-0.00499
120	2603.291	791.9	0.08541	-0.00890
121	2614.951	955.7	0.09064	-0.00903
122	2671.421	1010.3	0.08624	-0.00307
123	2678.794	491.5	0.08649	-0.00270
124	2699.547	1406.3	0.08900	-0.00098
125	2721.065	1044.5	0.09011	0.00057
126	2787.229	812.4	0.08957	-0.00450
127	2846.566	1495.0	0.08953	-0.00282
128	2847.986	1051.3	0.08981	-0.00244
129	2855.523	580.3	0.08917	-0.00227
130	2867.702	942.1	0.08923	-0.00374
131	2924.800	600.7	0.08617	-0.00125
132	2942.659	587.1	0.08726	-0.00343
133	2953.718	873.8	0.08749	-0.00362
134	2969.173	512.0	0.08591	-0.00255
135	2975.590	580.3	0.08468	-0.00325
136	2990.554	989.9	0.08704	-0.00230
137	3017.943	1126.4	0.08614	-0.00248
138	3040.799	880.6	0.08633	-0.00063
139	3042.437	989.9	0.08560	-0.00269
140	3063.572	573.4	0.08741	0.00025
141	3076.243	1331.2	0.08595	-0.00030
142	3103.468	921.6	0.08851	-0.00003
143	3120.534	1542.8	0.08834	-0.00010
144	3127.361	983.0	0.08981	-0.00101
145	3169.413	375.5	0.08919	0.00179
146	3193.880	525.7	0.08711	-0.00014
147	3206.468	471.0	0.08725	0.00043
148	3212.858	1385.8	0.08727	0.00233
149	3214.660	593.9	0.08566	0.00301
150	3218.019	805.5	0.08587	0.00122
151	3219.029	634.9	0.08448	0.00126
152	3280.278	525.7	0.08140	0.00124
153	3318.863	1474.6	0.08039	0.00152
154	3326.727	1174.2	0.08188	0.00242
155	3351.631	907.9	0.07952	0.00325
156	3355.044	819.2	0.08177	0.00505
157	3360.041	928.4	0.07929	0.00411
158	3411.760	812.4	0.07871	0.00977
159	3433.578	1406.3	0.08055	0.00886
160	3439.203	1467.7	0.07941	0.00938
161	3450.644	1365.3	0.08122	0.00958
162	3459.983	505.2	0.07974	0.00847
163	3522.898	1290.2	0.08242	-0.00445
164	3527.895	477.9	0.08725	-0.00178
165	3543.269	1734.0	0.09001	-0.00475
166	3550.614	1419.9	0.09146	-0.00302
167	3588.243	1358.5	0.09336	-0.00279
168	3592.421	935.3	0.09301	-0.00482
169	3658.967	710.0	0.09521	-0.01016
170	3660.442	682.7	0.09356	-0.00746
171	3700.910	935.3	0.08818	-0.00486
172	3735.316	1249.3	0.08855	-0.00453
173	3744.164	1317.5	0.08896	0.00141
174	3801.508	1051.3	0.08360	0.00958
175	3829.579	1385.8	0.09392	0.00632
176	3831.217	1181.0	0.08775	0.00742
177	3841.376	771.4	0.08191	0.00726
178	3849.376	873.8	0.08117	0.01080
179	3861.364	798.7	0.08497	0.00832
180	3878.758	1617.9	0.08606	-0.00212
181	3942.547	750.9	0.08895	0.00506
182	4027.662	1010.3	0.09373	-0.00464
183	4123.344	1112.7	0.09266	0.00144
184	4149.340	580.3	0.09794	0.00082
185	4157.286	1105.9	0.09702	0.00054
186	4172.769	600.7	0.09716	0.00093
187	4204.991	675.8	0.09735	0.00175
188	4243.958	505.2	0.08826	0.00133
189	4278.146	675.8	0.09243	0.00263
190	4298.762	1501.9	0.09469	0.00410
191	4317.658	682.7	0.09498	0.00560
192	4357.280	1010.3	0.09427	0.00540
193	4362.933	402.8	0.09193	0.00449
194	4387.618	880.6	0.08679	0.00655
195	4405.668	1290.2	0.08711	0.00636
196	4409.409	1310.7	0.08849	0.00551
197	4413.833	505.2	0.08874	0.00637
198	4424.646	1146.9	0.08737	0.00496
199	4437.152	1003.5	0.08427	0.00788
200	4468.255	1085.4	0.08473	0.00292
201	4477.348	1010.3	0.08206	0.00509
202	4527.292	1467.7	0.08305	0.00699
203	4545.123	2136.7	0.08427	0.00343
204	4580.103	2129.9	0.08868	-0.00101
205	4676.277	1549.7	0.09026	0.00130
206	4679.144	1024.0	0.08909	0.00615
207	4697.003	1010.3	0.08964	0.00609
208	4699.569	682.7	0.09001	0.00513
209	4739.765	805.5	0.08575	0.00891
210	4744.243	880.6	0.08989	0.00486
211	4792.030	955.7	0.09158	0.00368
212	4824.115	1140.1	0.08654	0.00170
213	4861.307	873.8	0.08249	-0.00112
214	4864.966	1795.4	0.08494	0.00114
215	4874.578	1024.0	0.08409	-0.00063
216	4914.719	1037.7	0.08686	-0.00317
217	4916.576	819.2	0.08609	-0.00368
218	4941.261	1269.8	0.08926	-0.00644
219	4950.545	1447.3	0.09040	-0.00645
220	4955.624	1433.6	0.08935	-0.00821
221	4975.695	1228.8	0.08976	-0.00917
222	4992.352	1542.8	0.09112	-0.01120
223	5014.716	1174.2	0.09114	-0.01581
224	5045.600	423.3	0.09308	-0.01697
225	5076.401	1228.8	0.09295	-0.00825
226	5103.599	1119.6	0.08869	-0.00076
227	5125.171	1911.5	0.08469	0.00299
228	5136.230	757.8	0.08485	0.00409
229	5137.213	320.9	0.08673	-0.00042
230	5163.482	1590.6	0.08789	0.01005
231	5175.252	1194.7	0.08970	0.01168
232	5200.101	737.3	0.08298	0.00977
233	5230.220	1802.2	0.08837	0.00267
234	5384.721	1577.0	0.08803	-0.00309
235	5400.941	764.6	0.08885	-0.00121
236	5425.708	983.0	0.08681	-0.00524
237	5429.040	1119.6	0.08734	-0.00337
238	5449.274	1406.3	0.08804	-0.00385
239	5497.143	1577.0	0.08591	-0.00672
240	5571.635	682.7	0.09450	-0.00103
241	5578.626	1570.1	0.09520	0.00091
242	5603.884	791.9	0.09596	0.00489
243	5637.663	689.5	0.09491	0.00122
244	5649.377	1003.5	0.09432	0.00349
245	5674.609	641.7	0.09530	0.00629
246	5698.120	1419.9	0.09572	0.00387
247	5714.504	791.9	0.09243	0.00255
248	5715.678	1167.4	0.09439	0.00118
249	5738.015	948.9	0.09452	-0.00056
250	5782.224	996.7	0.09747	-0.00130
251	5822.857	1140.1	0.09903	0.00057
252	5824.113	710.0	0.10025	0.00256
253	5836.209	655.4	0.09853	0.00274
254	5870.889	1222.0	0.09836	0.00555
255	5878.453	880.6	0.09927	0.00501
256	5888.365	1611.1	0.10031	0.00549
257	5905.678	710.0	0.09901	0.00535
258	5912.149	1583.8	0.09925	0.00527
259	5933.776	880.6	0.09759	0.00666
260	5992.158	1208.3	0.09961	0.00143
261	6010.208	894.3	0.10041	-0.00074
262	6042.784	710.0	0.10033	-0.00332
263	6043.931	846.5	0.10131	-0.00483
264	6052.451	1167.4	0.10230	-0.00383
265	6061.571	716.8	0.10184	-0.00545
266	6072.030	1481.4	0.10286	-0.00432
267	6077.655	573.4	0.10195	-0.00571
268	6117.086	819.2	0.10542	-0.00601
269	6156.162	1338.0	0.10739	-0.00441
270	6176.041	819.2	0.10539	-0.00522
271	6182.103	757.8	0.10453	-0.00556
272	6222.162	880.6	0.10587	-0.00601
273	6356.429	1365.3	0.10014	-0.00247
274	6360.224	737.3	0.09905	-0.00080
275	6367.160	791.9	0.09611	-0.00277
276	6380.732	832.9	0.09978	-0.00360
277	6404.325	566.6	0.09738	-0.00182
278	6406.673	873.8	0.10047	-0.00165
279	6430.430	1092.3	0.10190	0.00454
280	6440.096	935.3	0.09907	0.00460
281	6466.475	1454.1	0.09257	0.00481
282	6503.967	382.3	0.09085	0.00695
283	6509.783	1570.1	0.09480	0.00628
284	6512.131	696.3	0.08886	0.00513
285	6535.588	880.6	0.09146	0.00466
286	6560.355	873.8	0.09927	0.00402
287	6652.761	969.4	0.10176	-0.00626
288	6655.055	948.9	0.10322	-0.00475
289	6666.742	771.4	0.10411	-0.00575
290	6677.719	525.7	0.09945	-0.00593
291	6694.731	805.5	0.10578	-0.00564
292	6772.173	1385.8	0.10018	-0.00461
293	6785.526	1105.9	0.09881	-0.00195
294	6820.833	873.8	0.09684	0.00836
295	6839.921	662.2	0.08449	0.01529
296	6852.072	710.0	0.08574	0.01821
297	6912.693	996.7	0.08591	0.01605
298	6949.775	1051.3	0.08503	0.01417
299	7001.576	764.6	0.08469	0.01306
300	7046.359	832.9	0.08790	0.00667
301	7068.832	587.1	0.08435	-0.00348
302	7099.634	737.3	0.08113	0.00229
303	7132.566	696.3	0.08185	0.00298
304	7157.934	1201.5	0.08129	0.00557
305	7164.433	1720.3	0.08210	0.00487
306	7166.263	443.7	0.07977	0.00459
307	7173.226	1665.7	0.08444	0.00620
308	7239.963	1010.3	0.07998	0.00383
309	7246.790	1283.4	0.07838	0.00495
310	7284.446	791.9	0.07963	0.00489
311	7286.221	1856.9	0.08120	0.00480
312	7299.492	819.2	0.07949	0.00220
313	7309.104	955.7	0.07900	0.00046
314	7327.317	1638.4	0.07839	0.00082
315	7344.111	430.1	0.08199	0.00322
316	7351.074	921.6	0.08204	0.00317
317	7365.984	491.5	0.07822	0.00305
318	7384.743	1010.3	0.08222	0.00339
319	7387.174	901.1	0.08294	0.00325
320	7464.533	873.8	0.08657	0.00548
321	7489.410	1085.4	0.08863	0.00220
322	7496.619	1508.7	0.08707	-0.00074
323	7500.988	1030.8	0.08921	-0.00299
324	7550.467	1385.8	0.09302	-0.00501
325	7564.803	477.9	0.09324	-0.00571
326	7566.060	791.9	0.09211	-0.00453
327	7631.923	819.2	0.09951	-0.00712
328	7668.869	983.0	0.09842	-0.00257
329	7698.988	723.6	0.09616	-0.00508
330	7701.664	873.8	0.09655	-0.00640
331	7720.069	1515.5	0.09613	-0.00864
332	7761.684	382.3	0.09836	-0.00929
333	7762.476	812.4	0.09579	-0.00866
334	7808.515	1481.4	0.09613	-0.00688
335	7811.792	921.6	0.09577	-0.00589
336	7820.257	1372.2	0.09461	-0.00443
337	7832.709	1017.2	0.09461	-0.00632
338	7871.212	525.7	0.09299	-0.00401
339	7969.270	1556.5	0.08363	0.00327
340	7979.510	641.7	0.08239	0.00247
341	8004.714	1454.1	0.08411	0.00003
342	8054.002	675.8	0.07825	-0.00279
343	8066.536	914.8	0.07846	-0.00669
344	8080.845	600.7	0.07865	-0.00686
345	8155.638	1331.2	0.08274	-0.01013
346	8200.694	484.7	0.09148	-0.00757
347	8316.310	655.4	0.10431	-0.01375
348	8374.719	942.1	0.10348	-0.01243
349	8405.958	750.9	0.10151	-0.00857
350	8411.774	648.5	0.10235	-0.00737
351	8445.962	1078.6	0.09822	-0.00364
352	8459.697	1051.3	0.09730	0.00020
353	8461.582	628.1	0.09764	0.00125
354	8464.258	204.8	0.09529	-0.00155
355	8464.995	341.3	0.09330	-0.00032
356	8493.012	771.4	0.09667	0.00128
357	8569.306	1058.1	0.10640	-0.01185
358	8593.746	860.2	0.11734	-0.00779
359	8637.655	1010.3	0.10294	-0.00378
360	8655.186	703.1	0.09962	-0.00526
361	8742.267	1187.8	0.09893	-0.00650
362	8776.619	1222.0	0.09818	-0.00505
363	8800.894	1133.2	0.09865	-0.00199
364	8840.762	546.1	0.09564	-0.00391
365	8871.919	873.8	0.09119	-0.00424
366	8912.961	1119.6	0.09158	-0.00470
367	8923.692	1931.9	0.08986	-0.00532
368	8936.062	1160.5	0.08904	-0.00471
369	8949.006	921.6	0.09023	-0.00622
370	9015.197	880.6	0.09244	-0.00136
371	9023.717	962.6	0.09353	-0.00269
372	9047.528	423.3	0.09564	-0.00191
373	9048.757	744.1	0.09519	-0.00206
374	9068.172	1044.5	0.09712	-0.00016
375	9112.026	996.7	0.09461	-0.00706
376	9113.911	1331.2	0.09474	-0.00067
377	9139.907	1604.3	0.09418	-0.00555
378	9148.890	955.7	0.09476	-0.00523
379	9172.593	593.9	0.09473	-0.00528
380	9195.558	1283.4	0.09274	-0.00632
381	9254.321	1044.5	0.09032	-0.00376
382	9439.379	819.2	0.08347	-0.00173
383	9452.513	1372.2	0.08452	-0.00123
384	9492.873	607.6	0.08515	-0.00175
385	9618.865	996.7	0.07892	0.00494
386	9623.617	1351.7	0.07571	0.00623
387	9660.535	887.5	0.07665	0.00742
388	9668.400	914.8	0.07688	0.00636
389	9716.569	914.8	0.07907	0.00902
390	9719.764	805.5	0.08069	0.00958
391	9741.090	1577.0	0.08238	0.00584
392	9754.416	669.0	0.08383	0.00586
393	9772.902	675.8	0.08383	0.00471
394	9774.404	996.7	0.08475	0.00229
395	9785.709	402.8	0.08567	0.00001
396	9823.966	655.4	0.08484	0.00082
397	9866.837	1536.0	0.08225	0.00127
398	9874.456	846.5	0.08124	0.00605
399	9910.528	880.6	0.08202	-0.00233
400	10200.334	1078.6	0.06820	-0.00276
401	10208.580	1024.0	0.07084	-0.00599
402	10253.472	1638.4	0.07068	-0.00433
403	10317.889	573.4	0.07224	0.00095
404	10430.857	1065.0	0.07838	0.00241
405	10442.380	1126.4	0.07965	-0.00021
406	10446.285	791.9	0.07925	0.00011
407	10465.645	1290.2	0.08199	0.00003
408	10507.725	955.7	0.08404	0.00260
409	10526.566	955.7	0.08471	0.00212
410	10606.029	1269.8	0.08904	0.00024
411	10646.115	1515.5	0.09039	-0.00084
412	10650.894	1570.1	0.09169	-0.00199
413	10728.363	1228.8	0.09360	-0.00071
414	10757.171	983.0	0.09339	0.00005
415	10809.600	1126.4	0.09266	0.00026
416	10856.131	1447.3	0.09326	-0.00119
417	10912.082	1092.3	0.09240	-0.00110
418	10918.991	873.8	0.09188	-0.00151
419	10924.479	730.5	0.09116	0.00064
420	10937.395	430.1	0.09101	-0.00040
421	10937.887	477.9	0.09006	-0.00732
422	10943.293	1037.7	0.09058	-0.00022
423	10948.782	928.4	0.09144	-0.00343
424	10953.943	682.7	0.09103	-0.00286
425	10962.736	819.2	0.09013	-0.00148
426	10990.643	846.5	0.08983	-0.00320
427	10998.781	1092.3	0.09015	-0.00373
428	11017.568	641.7	0.08912	-0.00375
429	11042.990	1092.3	0.08950	-0.00434
430	11069.614	1413.1	0.08880	-0.00206
431	11078.407	798.7	0.09087	-0.00437
432	11102.136	682.7	0.08778	-0.00514
433	11107.379	1092.3	0.08839	-0.00326
434	11141.048	791.9	0.08958	-0.00251
435	11166.416	655.4	0.08952	-0.00353
436	11191.265	593.9	0.08935	-0.00436
437	11194.351	1092.3	0.08927	-0.00337
438	11279.848	948.9	0.08610	-0.00459
439	11290.989	532.5	0.08488	-0.00572
440	11292.873	662.2	0.08508	-0.00776
441	11303.987	887.5	0.08494	-0.00463
442	11326.870	942.1	0.08255	-0.00398
443	11365.455	1495.0	0.08153	-0.00524
444	11376.213	1092.3	0.08246	-0.00641
445	11438.909	1638.4	0.08017	-0.00947
446	11486.450	942.1	0.08023	-0.00306
447	11496.936	928.4	0.08109	0.00117
448	11518.317	1235.6	0.08000	0.00247
449	11541.255	873.8	0.08372	0.00362
450	11584.563	409.6	0.08921	0.00811
451	11633.169	348.2	0.09213	0.01302
452	11633.688	443.7	0.09469	0.01387
453	11640.924	1276.6	0.09667	0.01239
454	11674.948	819.2	0.08514	-0.00178
455	11682.840	1815.9	0.08770	-0.00255
456	11797.992	1590.6	0.09692	0.00025
457	11848.783	464.2	0.07894	-0.00402
458	11870.546	1474.6	0.07918	-0.00483
459	11875.652	901.1	0.07912	-0.00072
460	11913.718	1611.1	0.08336	0.00329
461	11930.484	614.4	0.08909	0.00405
462	11953.749	894.3	0.08669	0.00552
463	11958.173	873.8	0.08930	0.00970
464	11961.149	901.1	0.08984	0.00983
465	11972.209	689.5	0.08877	0.01073
466	12000.553	901.1	0.08664	0.01283
467	12041.868	901.1	0.07949	0.01368
468	12111.746	1542.8	0.07351	0.01406
469	12124.716	791.9	0.06825	0.01179
470	12152.569	1181.0	0.06786	0.01493
471	12231.622	204.8	0.07455	0.01583
472	12250.245	2239.1	0.07125	0.00640
473	12255.106	327.7	0.07334	0.00347
474	12308.026	989.9	0.08220	-0.00110
475	12357.615	901.1	0.07600	0.00570
476	12364.769	1317.5	0.07676	0.00642
477	12385.495	286.7	0.07776	0.00553
478	12412.611	921.6	0.07966	0.00633
479	12473.559	1870.5	0.07772	0.00521
480	12483.089	737.3	0.07594	-0.00065
481	12483.772	259.4	0.07556	0.00145
482	12507.774	471.0	0.07741	0.00411
483	12568.832	710.0	0.07939	-0.00645
484	12591.742	1297.1	0.08095	-0.00530
485	12606.788	1044.5	0.08067	-0.00374
486	12622.845	1638.4	0.07980	-0.00310
487	12625.029	1160.5	0.07434	-0.00218
488	12661.920	1972.9	0.08271	-0.00120
489	12676.611	1140.1	0.08440	-0.00117
490	12680.489	703.1	0.08168	0.00182
491	12700.368	1092.3	0.08513	-0.00080
492	12710.417	750.9	0.08541	0.00359
493	12742.147	750.9	0.08673	0.00243
494	12765.822	778.2	0.08460	0.00194
495	12785.374	962.6	0.08059	-0.00084
496	12874.557	860.2	0.08019	-0.00520
497	12892.498	764.6	0.07946	-0.00445
498	12898.533	1338.0	0.07817	-0.00395
499	12930.208	1037.7	0.07678	-0.00221
500	13004.373	1774.9	0.07519	0.00432
501	13024.580	846.5	0.07686	0.00436
502	13033.701	1153.7	0.07655	0.00611
503	13097.953	1071.8	0.07599	0.00933
504	13155.980	532.5	0.07649	0.00543
505	13165.510	703.1	0.07756	0.00295
506	13190.878	1809.1	0.08297	-0.00274
507	13195.902	853.3	0.08181	-0.00180
508	13201.118	1331.2	0.07577	0.00220
509	13228.042	1447.3	0.07920	-0.00049
510	13239.729	655.4	0.08183	-0.00376
511	13270.149	1071.8	0.08034	-0.00761
512	13310.700	1017.2	0.08281	-0.00680
513	13347.564	989.9	0.08136	-0.00897
514	13358.950	921.6	0.08063	-0.00324
515	13451.848	614.4	0.07854	-0.00061
516	13478.444	955.7	0.07797	0.00006
517	13545.946	662.2	0.07971	0.00391
518	13583.275	2348.4	0.08079	0.00491
519	13597.283	1283.4	0.08074	0.00494
520	13610.882	948.9	0.08008	0.00441
521	13653.890	826.0	0.08033	0.00723
522	13661.017	1310.7	0.07886	0.00933
523	13663.747	1324.4	0.07892	0.01205
524	13673.196	559.8	0.07741	0.01062
525	13765.792	928.4	0.08456	0.00243
526	13777.698	1235.6	0.08187	0.00187
527	13797.277	1037.7	0.08054	-0.00008
528	13825.703	3153.9	0.07592	-0.00163
529	13830.673	1290.2	0.07502	-0.00182
530	13896.974	785.1	0.07108	-0.00099
531	13905.056	921.6	0.06927	-0.00005
532	13926.083	1065.0	0.07571	0.00043
533	13989.216	1372.2	0.07892	-0.00114
534	14023.540	907.9	0.07867	0.00086
535	14047.433	1693.0	0.07660	0.00251
536	14052.431	1153.7	0.07700	0.00346
537	14096.203	955.7	0.08554	0.00249
538	14168.839	723.6	0.09114	0.00432
539	14225.418	1140.1	0.09370	-0.00371
540	14245.598	832.9	0.09833	0.00218
541	14272.222	1010.3	0.10326	0.00283
542	14292.675	1153.7	0.10492	-0.00026
543	14300.839	566.6	0.10425	0.00087
544	14333.990	839.7	0.10550	-0.00265
545	14365.447	832.9	0.10433	-0.00591
546	14408.810	559.8	0.10430	-0.00598
547	14470.632	464.2	0.10442	-0.00836
548	14481.691	1037.7	0.10196	-0.00750
549	14497.065	1290.2	0.10408	-0.01062
550	14547.173	1966.1	0.09922	-0.00871
551	14556.812	880.6	0.10230	-0.01195
552	14562.273	2321.1	0.09943	-0.00890
553	14571.585	873.8	0.09777	-0.00891
554	14606.319	1092.3	0.09742	-0.00861
555	14610.825	1119.6	0.09595	-0.00993
556	14620.819	744.1	0.09639	-0.00805
557	14643.374	2034.3	0.09535	-0.00777
558	14646.460	1153.7	0.09413	-0.00826
559	14652.740	764.6	0.09501	-0.00983
560	14672.783	1604.3	0.09180	-0.00885
561	14715.873	853.3	0.08632	-0.00697
562	14734.688	1734.0	0.08288	-0.01214
563	14850.796	1003.5	0.08592	-0.00143
564	14892.875	1665.7	0.08381	-0.00056
565	14895.988	873.8	0.08549	-0.00335
566	14904.153	402.8	0.08933	-0.00095
567	14932.388	826.0	0.08096	0.00374
568	14986.646	1146.9	0.08192	0.00199
569	15007.863	1215.1	0.08198	0.00266
570	15016.957	935.3	0.08321	0.00478
571	15019.087	1344.9	0.08415	0.00162
572	15022.036	873.8	0.08378	0.00146
573	15024.848	1256.1	0.08355	0.00380
574	15042.570	1010.3	0.08626	0.00275
575	15069.959	1604.3	0.08622	0.00717
576	15098.549	614.4	0.08444	0.00563
577	15110.782	798.7	0.08490	0.00576
578	15144.861	867.0	0.08391	0.00564
579	15162.528	819.2	0.07882	0.00626
580	15174.461	791.9	0.08147	0.00499
581	15196.034	901.1	0.08189	0.01131
582	15212.691	341.3	0.08182	0.01101
583	15253.951	1522.3	0.09192	-0.00683
584	15264.628	1774.9	0.09354	-0.00474
585	15294.256	962.6	0.09542	-0.00876
586	15336.226	1269.8	0.08643	0.00248
587	15381.610	1891.0	0.08480	-0.00359
588	15393.242	1099.1	0.08423	-0.00409
589	15409.708	798.7	0.08185	-0.00521
590	15501.186	778.2	0.08793	0.00307
591	15518.635	464.2	0.08927	0.00540
592	15531.551	641.7	0.09063	0.01212
593	15534.527	628.1	0.09187	0.00997
594	15570.272	1283.4	0.08938	0.01582
595	15595.721	873.8	0.08220	0.01671
596	15599.025	1058.1	0.08073	0.01566
597	15619.041	1501.9	0.08317	0.01311
598	15665.818	1488.2	0.08451	0.01791
599	15669.040	662.2	0.08444	0.01728
600	15722.670	1665.7	0.08243	0.01662
601	15785.230	655.4	0.07809	0.01518
602	15823.705	1208.3	0.09177	0.00899
603	15832.443	1392.6	0.09063	0.00963
604	15843.912	1044.5	0.09060	0.00371
605	15846.997	819.2	0.08994	0.00324
606	15868.570	1577.0	0.08873	0.00026
607	15870.918	1065.0	0.08925	-0.00032
608	15992.924	484.7	0.09314	0.00746
609	15997.921	1201.5	0.09346	0.00909
610	16010.073	771.4	0.09400	0.00755
611	16016.490	791.9	0.09173	0.00731
612	16062.010	1406.3	0.09853	-0.00605
613	16080.934	1256.1	0.09743	-0.00923
614	16083.446	969.4	0.09630	-0.01204
615	16119.054	744.1	0.09335	-0.01230
616	16143.712	764.6	0.09818	-0.01033
617	16149.364	614.4	0.09861	-0.01445
618	16315.116	1126.4	0.09695	0.00570
619	16326.257	1426.8	0.09835	0.00533
620	16345.481	1030.8	0.09919	0.00350
621	16354.601	532.5	0.09904	0.00414
622	16396.681	1119.6	0.09794	-0.00075
623	16405.774	928.4	0.09632	-0.00278
