DXEX v5
C:\Data\LDA\Charlie_2017\Run8_x400_fl_4hz_300secs\Run8_x400_fl_4hz_300secs.lda
14:33:06
1;400.0000 mm;0.0000 mm;1.0000 mm
Region1
"Row#"	"AT [ms]"	"TT [us]"	"LDA1 [m/s]"	"LDA4 [m/s]"	
71	5027.659	2976.4	0.03295	-0.00057
72	5124.570	3058.3	0.03387	-0.00093
73	5134.046	921.6	0.03202	-0.00007
74	5140.408	4041.4	0.03303	-0.00075
75	5210.368	1133.2	0.03118	0.00064
76	5224.649	3570.3	0.02947	-0.00016
77	5239.941	3031.0	0.02604	-0.00028
78	5241.607	129.7	0.02295	-0.00101
79	5549.899	2082.1	0.02201	0.00018
80	5566.201	4526.1	0.02677	0.00013
81	5568.986	341.3	0.02487	0.00068
82	5578.953	969.4	0.02163	-0.00049
83	5616.309	5318.0	0.02184	-0.00011
84	5732.690	4887.9	0.02855	-0.00142
85	5809.039	2512.2	0.03049	-0.00070
86	6022.359	1693.0	0.02641	0.00023
87	6069.381	2860.4	0.02387	0.00009
88	6223.391	1856.9	0.02363	-0.00106
89	6237.590	471.0	0.02248	-0.00048
90	6411.506	4669.4	0.02101	0.00056
91	6488.784	3215.4	0.01776	0.00118
92	6533.758	5167.8	0.01661	0.00081
93	6596.782	2157.2	0.02102	0.00014
94	6755.843	3625.0	0.02252	0.00009
95	7011.734	1228.8	0.01337	-0.00009
96	7015.311	5761.7	0.01404	0.00010
97	7298.700	8280.7	0.01697	0.00003
98	7340.015	3549.9	0.01362	0.00029
99	7379.063	375.5	0.01032	-0.00087
100	7475.866	7434.2	0.01341	0.00025
101	7490.584	8587.9	0.01340	0.00037
102	7553.553	4225.7	0.01308	-0.00022
103	7928.446	7004.2	0.01589	-0.00044
104	8280.784	2566.8	0.03110	-0.00039
105	8317.457	4246.2	0.02999	-0.00022
106	8447.819	1447.3	0.02881	-0.00016
107	8450.932	498.3	0.02832	0.00080
108	8749.039	1761.3	0.02098	-0.00025
109	8787.869	3700.1	0.02089	0.00017
110	8929.263	1938.8	0.01763	0.00047
111	8930.792	682.7	0.02033	0.00056
112	8932.676	2614.6	0.01770	0.00084
113	9009.845	1105.9	0.01665	0.00221
114	9053.372	7700.5	0.01532	0.00215
115	9114.074	5427.2	0.01397	0.00139
116	9143.129	3276.8	0.02460	0.00283
117	9393.531	2573.7	0.02274	0.00196
118	9395.224	573.4	0.02157	0.00121
119	9456.992	457.4	0.01703	0.00105
120	9460.487	655.4	0.01628	0.00091
121	9504.451	1030.8	0.02641	0.00169
122	9834.752	4935.7	0.01518	-0.00013
123	9839.640	2594.1	0.01459	0.00004
124	10044.140	2730.7	0.03264	-0.00036
125	10115.874	1774.9	0.03928	-0.00026
126	10120.079	3174.4	0.03726	-0.00009
127	10126.496	1856.9	0.03686	-0.00002
128	10445.384	2785.3	0.04184	-0.00081
129	10462.641	1624.7	0.02884	-0.00050
130	10546.528	2075.3	0.02206	0.00022
131	10606.111	1563.3	0.02031	0.00009
132	10642.183	4485.1	0.02143	-0.00110
133	10653.160	2594.1	0.03252	-0.00019
134	10668.506	2785.3	0.03179	-0.00017
135	10827.349	5420.4	0.02254	-0.00028
136	10875.163	1665.7	0.02492	-0.00022
137	10951.677	1365.3	0.02415	-0.00040
138	10961.452	1058.1	0.02182	-0.00065
139	11037.338	3222.2	0.02896	-0.00083
140	11081.629	1228.8	0.02874	-0.00110
141	11102.355	3208.5	0.03159	-0.00128
142	11108.608	1501.9	0.03130	-0.00050
143	11116.445	4239.4	0.03182	-0.00155
144	11166.252	1904.6	0.03238	-0.00053
145	11225.726	2348.4	0.03194	-0.00059
146	11409.309	327.7	0.03033	0.00029
147	11470.203	2696.5	0.02886	-0.00018
148	11578.938	2771.6	0.02864	-0.00010
149	11583.826	3304.1	0.02873	-0.00019
150	11601.739	2512.2	0.03136	0.00022
151	11659.192	2082.1	0.03051	0.00003
152	11692.561	2484.9	0.03078	0.00006
153	11857.630	3625.0	0.03005	0.00001
154	11932.095	2150.4	0.02815	0.00079
155	11951.647	1235.6	0.02873	0.00053
156	11966.829	3686.4	0.02764	0.00054
157	11987.391	3072.0	0.02685	0.00046
158	12007.653	744.1	0.02672	0.00011
159	12091.648	546.1	0.02278	0.00038
160	12157.976	1645.2	0.03200	-0.00082
161	12161.553	1611.1	0.03085	0.00019
162	12188.723	2839.9	0.03441	0.00016
163	12235.336	2327.9	0.03138	0.00003
164	12262.588	2546.3	0.03533	0.00031
165	12546.058	3208.5	0.02292	0.00075
166	12672.625	8239.8	0.01523	-0.00042
167	12820.627	3877.5	0.01648	0.00014
168	13065.649	4259.8	0.02068	-0.00048
169	13515.609	2812.6	0.03495	-0.00202
170	13567.218	2232.3	0.03704	0.00066
171	13583.630	1392.6	0.04073	-0.00078
172	13627.457	1351.7	0.04366	-0.00109
173	13628.495	286.7	0.04274	0.00262
174	13695.696	348.2	0.03925	-0.00049
175	13699.901	1768.1	0.03228	-0.00054
176	13754.433	2519.0	0.03356	-0.00024
177	13873.763	491.5	0.03268	0.00067
178	13965.978	3051.5	0.03372	0.00009
179	14014.747	2457.6	0.03206	0.00044
180	14369.625	2648.7	0.04594	-0.00150
181	14374.076	2102.6	0.04567	-0.00066
182	14401.055	2867.2	0.04565	-0.00086
183	14448.268	491.5	0.04991	0.00058
184	14580.077	1467.7	0.04736	-0.00199
185	14629.502	2129.9	0.04569	-0.00242
186	14654.897	1597.4	0.04161	-0.00114
187	14710.303	1870.5	0.03922	0.00034
188	14774.064	1187.8	0.03136	0.00003
189	14781.983	7072.4	0.03126	0.00061
190	14813.140	2703.4	0.02599	0.00040
191	14885.311	1351.7	0.03106	-0.00007
192	14919.745	1652.1	0.02943	0.00034
193	14974.686	1460.9	0.03081	-0.00138
194	14976.352	1065.0	0.03066	0.00055
195	15083.093	2164.1	0.03525	0.00051
196	15186.476	3201.7	0.03314	-0.00021
197	15222.903	532.5	0.03176	0.00147
198	15230.276	3003.7	0.03175	0.00067
199	15242.510	3413.3	0.03194	0.00028
200	15290.160	2054.8	0.03093	0.00020
201	15427.785	996.7	0.02723	0.00050
202	15514.320	3809.3	0.02341	0.00037
203	15639.248	3113.0	0.02004	0.00030
204	15641.569	1146.9	0.02057	0.00156
205	15768.627	2034.3	0.01825	0.00130
206	15857.510	8635.7	0.01558	0.00071
207	16102.970	1201.5	0.01926	-0.00127
208	16135.793	2416.6	0.01994	-0.00100
209	16185.955	3345.1	0.02158	-0.00097
210	16355.393	2464.4	0.02598	-0.00035
211	16428.029	2553.2	0.02389	0.00032
212	16469.207	4887.9	0.02414	0.00049
213	16699.266	6116.7	0.01889	0.00040
214	16718.572	5864.1	0.01739	0.00005
215	16970.557	3433.8	0.01911	0.00053
216	16978.367	2805.8	0.01753	0.00066
217	17061.489	1952.4	0.01572	0.00086
218	17088.604	1181.0	0.01574	0.00042
219	17276.501	2792.1	0.01502	-0.00067
220	17477.396	1979.7	0.02371	-0.00105
221	17539.901	2792.1	0.02178	0.00049
222	17644.377	819.2	0.03315	-0.00052
223	17645.551	559.8	0.03224	0.00132
224	17652.541	873.8	0.03336	0.00118
225	17653.661	471.0	0.03444	-0.00005
226	17706.035	3167.6	0.03840	-0.00178
227	17730.802	1201.5	0.03936	-0.00205
228	17769.114	409.6	0.03753	-0.00270
229	17769.878	1003.5	0.03902	-0.00245
230	17782.876	1228.8	0.03977	-0.00255
231	17783.968	655.4	0.03909	-0.00239
232	17806.415	3345.1	0.03811	-0.00272
233	17834.022	1187.8	0.02944	-0.00040
234	17850.979	1747.6	0.03482	-0.00106
235	17874.627	1324.4	0.03202	-0.00124
236	17960.834	4676.3	0.03439	-0.00132
237	17997.206	389.1	0.02650	-0.00097
238	18072.545	894.3	0.02756	-0.00107
239	18119.786	1815.9	0.02391	-0.00107
240	18165.716	996.7	0.02429	-0.00085
241	18247.936	1918.3	0.03061	-0.00104
242	18261.480	2157.2	0.03173	-0.00116
243	18506.202	2403.0	0.03064	-0.00076
244	18543.558	1105.9	0.03057	-0.00124
245	18647.241	2962.8	0.02743	0.00110
246	18664.718	5270.2	0.02481	0.00103
247	18858.022	2812.6	0.02307	-0.00029
248	18878.611	5707.1	0.02428	-0.00018
249	18990.213	710.0	0.02658	-0.00077
250	19129.586	436.9	0.02393	-0.00202
251	19130.078	395.9	0.02409	-0.00239
252	19206.864	976.2	0.02342	-0.00014
253	19226.853	4498.8	0.02227	0.00021
254	19251.101	1747.6	0.02414	0.00001
255	19258.010	4614.8	0.02248	0.00020
256	19286.682	532.5	0.02077	0.00068
257	19326.822	2983.3	0.02424	0.00018
258	19410.572	1146.9	0.02032	0.00057
259	19469.882	1829.5	0.02021	-0.00041
260	19659.063	7079.3	0.02112	-0.00041
261	19664.551	2211.8	0.01952	0.00005
262	19731.180	2703.4	0.01986	0.00011
263	19776.700	2949.1	0.02055	-0.00002
264	19783.062	5789.0	0.02051	-0.00018
265	19867.576	2553.2	0.02074	-0.00032
266	20058.286	5905.1	0.01871	-0.00058
267	20120.463	3775.1	0.01932	-0.00034
268	20185.262	4300.8	0.01822	0.00032
269	20530.145	3413.3	0.01838	-0.00011
270	20953.863	4000.4	0.01147	0.00043
271	21115.409	6328.3	0.01828	-0.00033
272	21127.315	2013.9	0.02119	-0.00048
273	21164.179	5201.9	0.02184	-0.00025
274	21185.806	3495.3	0.02388	-0.00011
275	21247.109	1938.8	0.02507	-0.00041
276	21458.435	2423.5	0.03069	0.00041
277	21526.511	3638.6	0.03252	0.00011
278	21585.630	1672.5	0.03312	0.00013
279	21605.973	2464.4	0.03509	-0.00032
280	21611.899	2901.3	0.03452	0.00018
281	21749.852	2648.7	0.03731	0.00034
282	21771.479	1693.0	0.03324	-0.00018
283	21920.300	2560.0	0.03794	0.00029
284	21947.361	1699.8	0.03928	-0.00117
285	22109.263	628.1	0.04001	-0.00124
286	22119.393	2457.6	0.03811	-0.00071
287	22280.011	3304.1	0.04007	-0.00099
288	22326.733	1522.3	0.04037	-0.00117
289	22577.572	2594.1	0.03670	-0.00166
290	22654.112	2703.4	0.03600	-0.00115
291	22731.472	1754.5	0.03344	-0.00084
292	22817.843	491.5	0.03156	0.00099
293	22818.526	764.6	0.03119	0.00013
294	22849.137	2696.5	0.03555	-0.00051
295	22851.703	2089.0	0.03514	-0.00008
296	23021.578	3884.4	0.02334	0.00037
297	23126.518	5604.7	0.02244	0.00141
298	23199.508	11646.3	0.01873	0.00228
299	23227.471	7946.2	0.01734	0.00199
300	23281.483	5502.3	0.01845	0.00268
301	23428.529	969.4	0.03526	-0.00030
302	23429.212	375.5	0.03270	-0.00110
303	23433.008	2846.7	0.03726	-0.00097
304	23445.514	2075.3	0.03927	-0.00148
305	23466.458	1938.8	0.04578	-0.00066
306	23587.946	1911.5	0.04872	-0.00301
307	23635.869	1734.0	0.06221	-0.00392
308	23672.187	675.8	0.04443	0.00161
309	23829.091	2539.5	0.03801	-0.00093
310	23847.004	1774.9	0.03651	-0.00019
311	23861.750	1713.5	0.03930	0.00003
312	23882.858	1344.9	0.04017	0.00066
313	23884.988	2095.8	0.03778	0.00117
314	23938.891	1877.3	0.03979	0.00173
315	23946.373	907.9	0.04359	0.00149
316	24013.056	1099.1	0.04440	0.00184
317	24053.743	532.5	0.04619	0.00149
318	24080.094	2109.4	0.03415	0.00162
319	24110.131	525.7	0.03425	0.00164
320	24115.019	2921.8	0.03782	0.00148
321	24273.070	1222.0	0.02664	0.00091
322	24275.910	2239.1	0.02563	0.00083
323	24465.309	750.9	0.01980	-0.00031
324	24466.046	409.6	0.01976	-0.00129
325	24466.538	307.2	0.01746	-0.00203
326	24551.434	3857.1	0.01894	-0.00025
327	24553.482	170.7	0.02406	0.00000
328	24718.988	3461.1	0.01825	0.00154
329	25189.564	5823.1	0.01805	0.00029
330	25230.578	6478.5	0.01331	0.00010
331	25406.952	10431.1	0.01633	0.00037
332	25473.526	3051.5	0.01617	0.00051
333	25563.419	2532.7	0.01712	-0.00025
334	25564.976	273.1	0.02441	0.00001
335	25566.833	3365.5	0.01803	0.00041
336	25822.123	5543.3	0.01633	0.00052
337	26517.268	1058.1	0.01914	0.00048
338	26518.770	955.7	0.01684	-0.00068
339	26629.663	4539.7	0.01409	-0.00055
340	26653.829	3945.8	0.01419	-0.00053
341	26656.096	300.4	0.01307	-0.00067
342	26657.297	286.7	0.01679	-0.00012
343	26660.383	948.9	0.01300	-0.00033
344	26661.994	1884.2	0.01294	-0.00016
345	26664.561	2894.5	0.01237	-0.00014
346	26800.111	8198.8	0.01576	0.00002
347	27242.697	3556.7	0.02246	0.00024
348	27313.995	962.6	0.02455	0.00114
349	27314.787	471.0	0.02452	-0.00064
350	27478.791	4539.7	0.02045	0.00153
351	27863.187	2266.5	0.01336	0.00062
352	27959.989	4341.8	0.01433	0.00075
353	28224.836	3638.6	0.01322	0.00042
354	28340.371	1658.9	0.01379	0.00052
355	28532.828	4587.5	0.01291	0.00013
356	28806.141	5980.2	0.01862	-0.00013
357	28898.028	4177.9	0.01394	-0.00049
358	28972.384	5481.8	0.02041	-0.00106
359	29097.530	600.7	0.02467	-0.00066
360	29160.335	3147.1	0.02552	-0.00026
361	29284.581	3563.5	0.02559	-0.00025
362	29306.317	3973.1	0.02496	-0.00061
363	29352.602	2792.1	0.02458	-0.00020
364	29506.857	4007.3	0.02387	-0.00051
365	29546.752	3304.1	0.02295	0.00002
366	29666.246	2846.7	0.02217	0.00023
367	29681.401	2164.1	0.02360	-0.00026
368	29692.078	3215.4	0.02296	-0.00048
369	29706.878	5652.5	0.02243	0.00003
370	29894.885	2389.3	0.02352	-0.00047
371	30042.040	3474.8	0.02208	-0.00026
372	30063.066	6355.6	0.02369	0.00010
373	30192.118	3024.2	0.02256	-0.00032
374	30249.489	1624.7	0.02205	0.00018
375	30352.108	5761.7	0.01969	-0.00014
376	30781.396	2594.1	0.01745	0.00027
377	30786.884	7331.8	0.01703	0.00016
378	30856.899	2225.5	0.01680	0.00036
379	30904.494	4894.7	0.01608	0.00018
380	30944.826	2587.3	0.01466	0.00008
381	31064.238	6608.2	0.01599	-0.00002
382	31116.285	4471.5	0.01535	-0.00070
383	31265.925	6908.6	0.01535	-0.00022
384	31285.149	5870.9	0.01360	0.00000
385	31319.255	1843.2	0.01995	0.00022
386	31372.640	4969.8	0.01280	0.00022
387	31375.589	791.9	0.01405	0.00048
388	31471.380	5468.2	0.01466	0.00026
389	31739.450	8192.0	0.01088	-0.00029
390	31755.315	3386.0	0.01166	-0.00031
391	32060.495	2723.8	0.01066	0.00113
392	32263.820	9243.3	0.01020	0.00034
393	32270.100	2157.2	0.01165	0.00027
394	32272.312	1938.8	0.01190	0.00021
395	32275.726	2259.6	0.01203	0.00022
396	32277.282	1454.1	0.01187	0.00022
397	32366.548	355.0	0.01163	-0.00010
398	32367.449	471.0	0.01289	0.00084
399	32368.432	559.8	0.01083	-0.00091
400	32370.889	976.2	0.01180	-0.00006
401	32518.236	8028.2	0.01532	-0.00034
402	32687.756	867.0	0.01539	0.00043
403	32775.383	4915.2	0.01455	0.00048
404	33108.688	2669.2	0.01667	-0.00052
405	33126.629	11468.8	0.01861	-0.00031
406	33168.927	1208.3	0.01639	-0.00001
407	33209.122	1515.5	0.01468	0.00056
408	33216.468	1372.2	0.01707	-0.00073
409	33333.859	3857.1	0.01888	-0.00021
410	33352.182	3508.9	0.02102	-0.00034
411	33612.605	2812.6	0.03679	-0.00278
412	33760.143	1972.9	0.04831	-0.00320
413	33887.829	2908.2	0.04000	-0.00313
414	33916.501	2566.8	0.03882	-0.00281
415	33938.456	1795.4	0.03686	-0.00125
416	34021.632	2539.5	0.03164	-0.00097
417	34174.249	559.8	0.04085	0.00119
418	34206.252	443.7	0.05041	0.00026
419	34206.635	266.2	0.04943	0.00068
420	34210.430	1454.1	0.04456	0.00176
421	34218.513	1406.3	0.04646	0.00147
422	34248.059	2355.2	0.03491	0.00232
423	34281.346	4375.9	0.03352	0.00228
424	34290.029	873.8	0.04310	0.00015
425	34290.794	443.7	0.04342	0.00079
426	34308.052	2833.1	0.03707	0.00099
427	34314.742	1781.8	0.04178	0.00057
428	34381.452	996.7	0.03773	-0.00038
429	34471.700	2758.0	0.03121	-0.00190
430	34574.100	2430.3	0.03482	-0.00054
431	34678.467	2730.7	0.03919	-0.00132
432	34854.267	2798.9	0.03289	-0.00114
433	34876.986	2505.4	0.03337	-0.00017
434	34880.017	2553.2	0.03187	0.00022
435	35070.563	2184.5	0.02904	0.00055
436	35108.601	3495.3	0.04250	-0.00095
437	35173.509	4314.5	0.03305	-0.00007
438	35240.656	5249.7	0.02958	0.00016
439	35283.473	4915.2	0.03036	-0.00010
440	35301.304	2771.6	0.02348	0.00029
441	35442.862	2136.7	0.02169	0.00074
442	35444.883	1303.9	0.02392	0.00086
443	35495.154	7195.3	0.02334	0.00056
444	35562.056	4874.2	0.01771	0.00048
445	35657.137	5304.3	0.01399	0.00077
446	36214.494	2641.9	0.06044	-0.00216
447	36241.091	1665.7	0.05531	-0.00002
448	36259.222	2136.7	0.06276	-0.00280
449	36302.612	1904.6	0.06450	-0.00487
450	36314.300	327.7	0.06403	-0.00358
451	36315.856	2532.7	0.06416	-0.00460
452	36379.180	2211.8	0.04791	0.00050
453	36393.380	2061.7	0.04246	0.00164
454	36476.802	2525.9	0.04589	-0.00121
455	36502.033	1256.1	0.03920	-0.00043
456	36560.497	2655.6	0.03822	0.00013
457	36586.493	1761.3	0.04208	-0.00030
458	36594.521	2218.7	0.03734	0.00016
459	36598.207	3631.8	0.03699	-0.00018
460	36663.224	1665.7	0.03627	-0.00017
461	36706.178	1631.6	0.03526	0.00014
462	36711.284	2375.7	0.03473	0.00002
463	36806.557	2403.0	0.03444	0.00017
464	36901.393	259.4	0.03976	-0.00041
465	37089.864	1870.5	0.03738	0.00059
466	37119.792	1815.9	0.04459	-0.00047
467	37162.554	525.7	0.04563	-0.00091
468	37218.451	2020.7	0.04750	-0.00040
469	37292.425	860.2	0.04420	-0.00057
470	37305.969	1966.1	0.04233	0.00003
471	37339.474	655.4	0.05034	-0.00099
472	37465.576	1556.5	0.04349	-0.00045
473	37474.260	1993.4	0.04337	-0.00011
474	37488.650	245.8	0.04029	-0.00061
475	37489.633	1611.1	0.04470	-0.00043
476	37490.644	218.5	0.03598	0.00280
477	37490.944	245.8	0.03176	-0.00141
478	37492.965	3686.4	0.02536	-0.00010
479	37511.779	2000.2	0.04699	-0.00097
480	37611.448	3618.1	0.04211	-0.00079
481	37671.086	3904.9	0.03102	-0.00089
482	37675.510	1146.9	0.03880	-0.00066
483	37683.784	1774.9	0.04011	-0.00064
484	37700.277	2368.9	0.04033	0.00047
485	37892.079	1679.4	0.03724	0.00066
486	37911.412	1781.8	0.03630	0.00129
487	37951.362	2819.4	0.03419	-0.00030
488	37967.991	143.4	0.01507	0.00272
489	37968.237	218.5	0.01469	0.00239
490	37971.596	5181.4	0.02547	0.00082
491	38212.113	3549.9	0.03169	-0.00043
492	38401.157	1501.9	0.03171	0.00071
493	38671.821	2095.8	0.02271	-0.00021
494	38750.218	1856.9	0.02852	-0.00020
495	38832.930	2512.2	0.02626	-0.00075
496	38923.233	2519.0	0.02876	-0.00003
497	38926.346	2512.2	0.02764	-0.00008
498	39023.858	2355.2	0.02685	0.00150
499	39125.466	2915.0	0.02041	0.00137
500	39128.033	198.0	0.01765	0.00197
501	39157.770	3092.5	0.02327	0.00295
502	39239.062	1440.4	0.03984	0.00175
503	39270.738	3024.2	0.02823	0.00191
504	39314.647	1515.5	0.04625	-0.00005
505	39325.351	1419.9	0.01541	-0.00069
506	39393.263	1228.8	0.04098	-0.00057
507	39411.913	2648.7	0.03910	-0.00055
508	39517.017	3529.4	0.03430	0.00078
509	39717.612	2996.9	0.02450	0.00048
510	39785.878	6225.9	0.01700	0.00031
511	39859.524	3761.5	0.01434	0.00043
512	39959.030	5679.8	0.02450	-0.00021
513	40012.933	2075.3	0.01931	-0.00021
514	40208.886	2921.8	0.02675	0.00029
515	40293.455	600.7	0.02891	0.00013
516	40294.055	518.8	0.03149	0.00039
517	40367.865	2949.1	0.02733	0.00080
518	40420.157	3836.6	0.02451	0.00153
519	40504.863	2266.5	0.02544	0.00184
520	40515.867	3850.2	0.01920	0.00143
521	40610.458	5789.0	0.02423	0.00166
522	40682.848	2239.1	0.02977	0.00066
523	40752.944	2286.9	0.03184	0.00036
524	40790.627	1351.7	0.01971	0.00029
525	41058.970	1583.8	0.02189	-0.00122
526	41104.435	3454.3	0.02341	-0.00063
527	41119.645	2969.6	0.02386	-0.00046
528	41157.711	2491.7	0.02668	-0.00045
529	41226.851	935.3	0.03137	-0.00011
530	41408.249	3113.0	0.03859	-0.00044
531	41427.582	1010.3	0.03949	-0.00072
532	41513.708	1160.5	0.04299	-0.00012
533	41572.581	2628.3	0.04124	-0.00128
534	41692.730	3119.8	0.04543	-0.00084
535	41756.928	2013.9	0.04092	-0.00030
536	41760.915	1809.1	0.04190	-0.00139
537	41896.984	3652.3	0.03486	0.00020
538	41917.546	3502.1	0.03783	-0.00056
539	41965.141	2853.5	0.03691	-0.00066
540	42011.208	1460.9	0.03767	0.00005
541	42102.439	3283.6	0.03356	-0.00028
542	42110.959	1809.1	0.03384	-0.00051
543	42361.853	2157.2	0.02701	-0.00049
544	42438.393	3345.1	0.03222	-0.00019
545	42544.725	1870.5	0.03281	-0.00005
546	42578.422	1167.4	0.03200	-0.00078
547	42579.596	1037.7	0.03241	-0.00144
548	42622.850	2648.7	0.03028	-0.00036
549	42755.342	4969.8	0.03170	-0.00011
550	42764.025	887.5	0.03434	-0.00065
551	42839.173	1734.0	0.03278	-0.00029
552	42864.541	1515.5	0.03076	-0.00040
553	42870.030	491.5	0.02948	0.00230
554	42889.008	1850.0	0.03419	-0.00067
555	42890.510	430.1	0.03446	0.00032
556	42978.956	1631.6	0.03487	-0.00009
557	43177.776	1699.8	0.03738	-0.00138
558	43184.739	2669.2	0.03508	-0.00044
559	43204.017	4020.9	0.03482	-0.00047
560	43272.448	2846.7	0.03149	-0.00003
561	43274.114	225.3	0.02599	-0.00034
562	43274.414	512.0	0.02942	-0.00063
563	43373.100	4300.8	0.03189	0.00017
564	43455.212	2273.3	0.03076	0.00054
565	43530.796	2321.1	0.02650	0.00078
566	43578.993	2894.5	0.02875	0.00057
567	43630.848	4662.6	0.02868	-0.00029
568	43801.351	1706.7	0.03450	-0.00137
569	43806.976	3413.3	0.03446	-0.00135
570	43832.999	3563.5	0.03979	-0.00137
571	43873.959	1624.7	0.04720	-0.00179
572	43896.733	1938.8	0.04773	-0.00119
573	43898.453	1133.2	0.04759	-0.00089
574	43917.595	1372.2	0.04909	-0.00011
575	43930.976	1884.2	0.05786	-0.00213
576	43944.028	2682.9	0.05946	-0.00225
577	43995.419	710.0	0.05867	-0.00102
578	44024.829	1187.8	0.05773	-0.00316
579	44039.601	1235.6	0.05991	-0.00152
580	44076.247	791.9	0.05979	-0.00321
581	44086.487	1406.3	0.06020	-0.00287
582	44120.812	1993.4	0.05886	-0.00312
583	44156.365	1672.5	0.05763	-0.00342
584	44369.521	1105.9	0.04864	-0.00276
585	44428.257	1160.5	0.04763	-0.00091
586	44433.500	2048.0	0.03259	0.00041
587	44512.089	1734.0	0.03680	0.00183
588	44575.768	873.8	0.03781	-0.00069
589	44826.962	2771.6	0.02967	0.00025
590	44982.856	1542.8	0.02415	0.00027
591	45033.783	5884.6	0.01905	0.00076
592	45065.076	4983.5	0.01975	0.00039
593	45221.243	5884.6	0.01345	-0.00036
594	45224.847	409.6	0.01386	-0.00116
595	45225.885	1242.5	0.01316	0.00036
596	45387.158	2621.4	0.01400	-0.00019
597	45400.402	7345.5	0.01471	0.00001
598	45450.837	7994.0	0.01914	0.00035
599	45647.609	3652.3	0.02618	0.00047
600	45704.434	2628.3	0.01468	0.00075
601	45812.350	2833.1	0.01305	0.00066
602	45866.172	2464.4	0.01296	0.00075
603	45868.165	1365.3	0.01291	0.00115
604	46151.062	5543.3	0.01649	0.00025
605	46738.947	860.2	0.02043	0.00001
606	46806.067	2628.3	0.02137	-0.00013
607	46826.192	5106.3	0.02415	-0.00091
608	46929.056	6860.8	0.02172	-0.00048
609	47023.155	4901.5	0.02492	-0.00144
610	47066.873	2874.0	0.02741	-0.00015
611	47135.904	1863.7	0.03119	0.00048
