DXEX v5
C:\Data\LDA\Skin_Friction_2017\Charlie_Z\20170815_CharlieZ.lda
16:33:55
1;400.0000 mm;0.0000 mm;-0.5000 mm
Region1
"AT [ms]"	"TT [us]"	"LDA1 [m/s]"	"LDA4 [m/s]"	
28405.552	498.3	0.05867	0.00044
29585.036	320.9	0.01123	-0.00024
29880.767	3085.7	0.09259	0.00010
31811.212	1665.7	0.09703	0.00028
31813.096	607.6	0.00929	-0.00015
31821.233	628.1	0.13885	0.00086
48871.298	928.4	0.00998	-0.00012
48875.913	839.7	0.01386	-0.00013
53094.465	682.7	0.03708	-0.00053
53115.846	607.6	0.05158	0.00091
53158.963	375.5	0.01570	0.00050
55408.869	327.7	0.03548	0.00007
56573.389	710.0	0.15638	-0.00023
57694.846	484.7	0.13234	0.00047
58280.574	4621.7	0.07889	0.00032
59035.931	744.1	0.07295	-0.00034
59038.198	266.2	0.01260	-0.00006
59066.624	20350.3	0.03113	0.00000
59403.151	832.9	0.08257	0.00167
61884.153	3727.4	0.12242	0.00001
62466.714	525.7	0.09047	0.00001
62470.837	355.0	0.00857	-0.00006
62472.912	846.5	0.01263	-0.00004
63022.814	143.4	0.01871	0.00038
63025.818	2095.8	0.06890	-0.00004
63030.897	109.2	0.01068	0.00032
63050.039	1754.5	0.07162	0.00010
63259.426	83865.6	0.06037	-0.00061
63985.538	184.3	0.00765	0.00025
63987.859	191.1	0.00807	-0.00037
64573.341	35375.8	0.09399	0.00015
64932.041	157.0	0.01571	-0.00032
64937.312	723.6	0.00768	0.00018
71985.244	1037.7	0.11963	-0.00038
72541.699	1686.2	0.20519	0.00025
202741.579	669.0	0.00763	-0.00005
209667.396	477.9	0.01061	0.00067
214241.072	9236.5	0.44585	-0.00009
216393.274	116.1	0.37201	-0.00008
228413.232	546.1	0.01050	0.00090
229611.721	143.4	0.01071	0.00017
229708.605	1201.5	0.07540	0.00062
229710.735	1303.9	0.06186	0.00063
229714.804	2915.0	0.04332	-0.00030
229816.303	191.1	0.00847	-0.00011
229822.638	1010.3	0.11791	0.00186
229825.068	812.4	0.12225	0.00021
229829.055	170.7	0.01376	-0.00014
229856.553	1085.4	0.12579	-0.00034
229885.007	143.4	0.00941	-0.00005
229888.666	894.3	0.09212	-0.00026
232477.775	955.7	0.12167	-0.00022
232484.519	819.2	0.10799	0.00002
232992.041	553.0	0.09023	-0.00019
234872.378	1358.5	0.02726	0.00049
234903.835	948.9	0.10214	-0.00010
234910.962	839.7	0.11969	0.00023
235173.980	218.5	0.01066	0.00068
235179.960	1338.0	0.06865	0.00002
235256.583	334.5	0.02834	-0.00005
235257.566	484.7	0.01282	-0.00009
235272.093	245.8	0.00897	-0.00018
235606.190	757.8	0.14760	-0.00032
236124.225	628.1	0.11274	0.00041
236371.678	327.7	0.01299	-0.00044
236378.368	1577.0	0.06153	-0.00028
236388.417	1092.3	0.11661	-0.00017
236859.921	1413.1	0.16366	-0.00007
236863.498	2068.5	0.05809	-0.00017
237045.770	1140.1	0.30248	0.00018
237058.714	518.8	0.02306	0.00015
237060.925	252.6	0.00792	-0.00019
237072.995	689.5	0.11943	0.00062
237109.286	525.7	0.14720	-0.00057
237113.982	1419.9	0.09036	-0.00085
237116.822	218.5	0.05747	0.00224
237117.996	826.0	0.11624	0.00078
237142.436	136.5	0.01168	-0.00050
237152.075	1276.6	0.05360	-0.00063
237156.362	293.5	0.00919	0.00066
237159.967	1126.4	0.13518	0.00002
237218.048	402.8	0.18801	-0.00032
237355.756	191.1	0.00814	0.00056
237448.953	1338.0	0.09635	0.00013
237463.262	2758.0	0.06574	-0.00005
237472.164	955.7	0.08371	-0.00060
237474.430	430.1	0.01070	-0.00015
237480.028	1262.9	0.06420	-0.00028
237484.807	2273.3	0.06506	-0.00024
237633.246	1563.3	0.04703	-0.00052
237712.544	723.6	0.05038	0.00018
237740.097	484.7	0.04923	-0.00084
237987.304	1433.6	0.13354	0.00013
237994.076	163.8	0.00879	0.00013
238024.359	430.1	0.02380	-0.00018
238035.992	655.4	0.42580	-0.00011
238766.309	163.8	0.01448	-0.00019
239240.899	1720.3	0.07791	-0.00029
239618.249	948.9	0.10000	0.00017
242371.198	1365.3	0.09815	-0.00050
243342.769	1208.3	0.08468	-0.00001
243346.865	2655.6	0.04875	-0.00003
243886.500	2628.3	0.48611	-0.00016
244094.112	655.4	0.04531	0.00045
244166.939	5236.1	0.03350	0.00007
244193.727	2587.3	0.07560	0.00005
244201.837	218.5	0.00982	-0.00036
246012.897	136.5	0.00809	0.00002
248496.657	539.3	0.08120	0.00003
248503.020	621.2	0.11840	-0.00009
248503.675	409.6	0.48131	-0.00009
251539.275	245.8	0.47475	-0.00028
255138.266	3310.9	0.05041	0.00010
259335.410	348.2	0.00774	0.00044
259529.615	826.0	0.13840	0.00003
264189.689	382.3	0.01965	-0.00018
264622.773	25053.9	0.07945	-0.00022
265044.579	1228.8	0.07945	-0.00025
273369.644	334.5	0.01586	-0.00031
