DXEX v5
C:\Data\LDA\Skin_Friction_2017\Charlie_Z\20170815_CharlieZ.lda
17:04:23
7;400.0000 mm;0.0000 mm;-90.0000 mm
Region1
"AT [ms]"	"TT [us]"	"LDA1 [m/s]"	"LDA4 [m/s]"	
739.802	191.1	0.42820	-0.00017
751.544	361.8	0.44397	-0.00046
756.077	225.3	0.44721	0.00207
800.396	314.0	0.44430	0.00208
855.965	191.1	0.42567	0.00376
867.871	409.6	0.42887	0.02457
885.347	273.1	0.42396	0.03689
895.532	355.0	0.42932	0.02281
896.898	375.5	0.43809	0.03271
915.302	300.4	0.44849	0.01979
919.671	273.1	0.44535	0.01414
931.932	184.3	0.43671	0.01870
942.664	218.5	0.41675	0.01894
950.583	273.1	0.41829	0.01836
987.365	184.3	0.45095	0.00388
989.577	218.5	0.44088	-0.00163
1007.025	143.4	0.43898	-0.03221
1020.788	266.2	0.43156	-0.02650
1023.082	170.7	0.43410	-0.02450
1031.738	293.5	0.41485	-0.00141
1035.097	436.9	0.42121	0.00003
1040.858	238.9	0.42837	-0.00558
1049.487	204.8	0.42720	-0.01504
1065.598	348.2	0.42285	0.00041
1086.078	314.0	0.41807	-0.01966
1101.397	238.9	0.42819	-0.02325
1102.107	225.3	0.44024	-0.02550
1105.603	266.2	0.43235	-0.02701
1128.322	191.1	0.42313	0.01049
1136.568	218.5	0.42069	-0.00034
1152.870	225.3	0.42429	0.00014
1193.284	361.8	0.38551	-0.01010
1206.774	218.5	0.38939	-0.01091
1223.759	191.1	0.42223	-0.00216
1229.793	341.3	0.41980	0.00124
1234.353	218.5	0.41359	-0.00371
1243.774	327.7	0.40069	0.00038
1253.905	252.6	0.40364	0.01120
1282.877	546.1	0.39368	0.00938
1287.601	348.2	0.39648	0.00518
1295.357	341.3	0.40718	0.00379
1365.398	279.9	0.39520	0.00169
1371.215	245.8	0.38903	0.00174
1376.130	498.3	0.39479	0.00118
1384.950	334.5	0.38651	0.00080
1399.968	286.7	0.37224	-0.01376
1450.813	184.3	0.43212	-0.00092
1460.617	266.2	0.43978	-0.01571
1473.232	170.7	0.44778	-0.02716
1484.401	218.5	0.44276	-0.00207
1498.109	245.8	0.44070	0.00368
1507.065	273.1	0.44472	0.00526
1512.090	259.4	0.43882	-0.00040
1521.046	382.3	0.45650	0.00489
1553.104	177.5	0.45174	-0.00222
1553.623	273.1	0.45788	-0.01069
1557.091	184.3	0.43970	-0.01765
1557.446	245.8	0.44519	-0.00232
1563.645	436.9	0.44552	-0.00748
1568.587	225.3	0.44157	-0.00205
1593.900	238.9	0.43306	0.00048
1612.578	300.4	0.44579	-0.01863
1624.702	307.2	0.43836	-0.01808
1668.939	279.9	0.44676	-0.00820
1679.534	184.3	0.45205	-0.00042
1686.252	259.4	0.45499	-0.00906
1688.272	184.3	0.45171	-0.00236
1693.761	211.6	0.43878	-0.01514
1710.882	402.8	0.43847	-0.00535
1713.176	307.2	0.43905	-0.00994
1714.104	327.7	0.43939	-0.00719
1717.490	163.8	0.44313	-0.00247
1717.955	293.5	0.44535	-0.00604
1722.351	163.8	0.44433	-0.01099
1754.464	279.9	0.43618	-0.00700
1803.861	293.5	0.43774	-0.01242
1806.019	259.4	0.43300	-0.00174
1813.228	334.5	0.43178	-0.00805
1822.266	382.3	0.43314	-0.00803
1830.431	300.4	0.42915	-0.00746
1845.258	266.2	0.42660	-0.00530
1846.924	191.1	0.43236	-0.00852
1860.332	245.8	0.43729	-0.01515
1861.779	191.1	0.43126	-0.00279
1890.806	218.5	0.42674	0.00055
1894.656	355.0	0.41444	-0.00237
1901.046	245.8	0.41502	-0.00038
1928.462	218.5	0.43432	0.00559
1937.473	273.1	0.42091	-0.00085
1956.342	327.7	0.42540	-0.00059
1961.667	238.9	0.42746	0.00051
1974.228	375.5	0.43003	-0.00549
1977.559	198.0	0.42716	0.00001
2005.357	245.8	0.43117	-0.01882
2013.768	218.5	0.44630	-0.00321
2017.645	225.3	0.44443	-0.01067
2023.735	238.9	0.44466	-0.01206
2025.400	293.5	0.43898	-0.00073
2040.255	273.1	0.45703	-0.01974
2041.975	204.8	0.44679	-0.00346
2042.767	170.7	0.45133	-0.01937
2043.969	245.8	0.45747	-0.02561
2060.298	225.3	0.45438	0.01273
2065.814	293.5	0.45466	0.00068
2092.766	198.0	0.44751	-0.02455
2102.351	334.5	0.44922	-0.02886
2123.267	211.6	0.42789	0.00083
2133.999	245.8	0.44472	-0.03136
2178.918	191.1	0.42975	-0.02202
2186.073	211.6	0.43350	-0.01597
2194.237	75.1	0.43444	-0.07000
2197.432	143.4	0.42811	-0.01726
2206.853	218.5	0.42725	-0.01382
2219.250	163.8	0.43029	-0.00196
2219.933	198.0	0.42669	0.00377
2231.893	300.4	0.41926	-0.00626
2235.962	307.2	0.41916	-0.00538
2242.488	238.9	0.41893	-0.01527
2243.034	320.9	0.41890	-0.01722
2247.731	307.2	0.42024	-0.01472
2257.234	334.5	0.42074	-0.00929
2262.204	375.5	0.42034	-0.00750
2284.431	320.9	0.41857	0.00378
2286.834	320.9	0.41793	0.00457
2308.106	218.5	0.41393	-0.00120
2320.667	245.8	0.43472	0.00641
2325.091	122.9	0.42981	0.00495
2327.985	170.7	0.42972	0.00033
2330.989	286.7	0.43115	0.00207
2334.785	348.2	0.44056	0.00414
2338.089	245.8	0.43381	-0.00103
2338.662	245.8	0.44369	0.00134
2342.595	218.5	0.44673	0.00130
2356.193	293.5	0.43739	0.01502
2382.080	232.1	0.41496	0.02383
2383.691	238.9	0.41930	0.01973
2394.887	218.5	0.42704	0.00717
2417.606	464.2	0.39977	0.01337
2424.678	307.2	0.39348	0.00136
2430.659	498.3	0.39820	0.00838
2438.468	314.0	0.40841	0.00098
2485.436	191.1	0.40102	0.01211
2505.015	259.4	0.42283	0.00117
2506.489	198.0	0.42843	-0.00070
2522.027	259.4	0.40125	0.01935
2610.582	225.3	0.41495	-0.00490
2630.380	163.8	0.42915	0.01744
2637.425	273.1	0.43154	0.01111
2665.387	266.2	0.49127	0.00160
2667.298	191.1	0.48242	0.00033
2671.039	300.4	0.48905	0.00498
2709.815	225.3	0.47868	0.00918
2719.945	191.1	0.48754	-0.00164
2723.632	191.1	0.48363	-0.00077
2723.932	170.7	0.47550	-0.00137
2727.837	163.8	0.46466	-0.00020
2757.792	279.9	0.45922	-0.04416
2778.491	395.9	0.45804	-0.02907
2785.782	198.0	0.45652	-0.02139
2822.345	286.7	0.49424	0.00791
2829.445	252.6	0.48885	0.00955
2843.235	225.3	0.48297	0.01485
2869.395	443.7	0.48609	0.01150
2876.221	245.8	0.48174	0.01367
2911.638	170.7	0.47453	0.00171
2936.405	341.3	0.46357	0.01354
2938.945	157.0	0.45728	-0.00076
2964.804	150.2	0.45806	0.00123
2969.310	245.8	0.44862	0.00149
2975.863	191.1	0.45379	0.01279
2976.546	355.0	0.45000	0.00822
2977.693	245.8	0.44838	0.01332
2979.386	218.5	0.45334	0.01068
2983.045	314.0	0.44881	0.00282
3038.314	204.8	0.42918	0.02405
3041.727	218.5	0.43350	0.02813
3048.090	266.2	0.43878	0.01749
3052.158	245.8	0.44484	0.01107
3077.362	170.7	0.43275	0.01592
3088.312	163.8	0.44001	-0.00364
3093.774	307.2	0.43389	-0.00042
3098.853	218.5	0.43997	-0.00070
3117.776	245.8	0.44997	-0.01896
3118.240	361.8	0.44836	-0.01454
3128.644	273.1	0.44821	-0.01792
3151.172	218.5	0.44335	-0.01699
3153.575	191.1	0.44357	-0.01714
3160.347	218.5	0.44475	-0.02094
3168.539	348.2	0.45642	-0.01519
3172.608	238.9	0.46199	-0.01333
3174.192	307.2	0.46284	-0.00410
3190.385	191.1	0.46605	-0.01630
3213.459	191.1	0.45708	-0.00953
3218.210	348.2	0.45313	-0.01217
3220.395	129.7	0.46363	-0.01828
3240.465	252.6	0.44500	-0.00367
3254.692	245.8	0.43905	-0.00137
3264.031	211.6	0.44352	-0.01048
3264.358	191.1	0.44645	-0.01334
3281.780	273.1	0.45656	-0.00991
3293.877	348.2	0.45188	-0.00965
3305.018	163.8	0.43990	-0.00141
3331.424	320.9	0.43752	-0.00334
3332.489	273.1	0.43467	-0.00255
3357.938	211.6	0.43413	-0.00184
3367.386	163.8	0.42323	-0.02321
3371.592	320.9	0.40663	-0.03237
3377.845	279.9	0.43064	-0.04048
3380.958	334.5	0.43383	-0.02953
3415.173	238.9	0.44119	-0.01064
3430.028	163.8	0.43369	-0.01700
3468.257	218.5	0.42918	-0.00543
3468.640	184.3	0.42493	-0.00146
3468.995	225.3	0.42561	-0.00183
3469.677	170.7	0.42878	-0.00344
3486.225	198.0	0.41767	-0.00576
3529.452	361.8	0.44016	0.02013
3557.905	273.1	0.44378	0.02040
3563.858	191.1	0.44630	0.00769
3594.851	245.8	0.44243	0.00105
3605.146	430.1	0.43320	0.00750
3609.979	191.1	0.43671	0.00964
3624.643	334.5	0.43457	0.01008
3625.052	266.2	0.42956	0.00395
3635.647	327.7	0.43493	0.00733
3636.849	320.9	0.44044	0.00052
3642.774	273.1	0.43459	-0.01036
3643.375	252.6	0.43517	-0.00475
3664.811	225.3	0.42243	-0.03094
3669.671	300.4	0.42439	-0.02055
3685.045	198.0	0.42200	-0.00640
3691.462	225.3	0.42715	-0.01116
3695.176	238.9	0.41877	-0.01346
3699.326	218.5	0.40943	-0.01580
3700.910	320.9	0.42063	-0.00657
3709.976	266.2	0.41950	-0.01493
3715.656	744.1	0.42214	-0.00572
3720.571	218.5	0.42954	-0.00083
3748.342	279.9	0.43665	-0.01521
3753.393	293.5	0.43958	-0.02617
3774.447	170.7	0.42018	-0.00293
3775.430	279.9	0.42454	-0.00196
3777.150	184.3	0.41416	-0.00197
3780.017	218.5	0.40641	0.00001
3782.393	184.3	0.41029	-0.00175
3788.128	259.4	0.41118	-0.01510
3800.170	191.1	0.42545	-0.00391
3837.170	245.8	0.42275	0.01787
3848.311	382.3	0.43038	-0.00242
3862.893	191.1	0.41591	0.00088
3865.706	198.0	0.41376	-0.00742
3870.184	163.8	0.41173	-0.01221
3873.570	320.9	0.40862	-0.00962
3875.454	293.5	0.40427	-0.00040
3882.308	355.0	0.40189	0.00189
3891.729	443.7	0.40822	0.00448
3896.945	273.1	0.39692	0.00233
3930.668	177.5	0.41825	0.00585
3935.693	314.0	0.41661	-0.00223
3938.014	266.2	0.41596	0.00006
3947.599	204.8	0.42217	-0.00059
3952.159	334.5	0.41804	-0.00179
3955.408	279.9	0.42965	0.00275
3974.932	163.8	0.42060	0.00209
3993.446	300.4	0.41654	0.00604
3995.003	191.1	0.41982	0.01020
4019.825	198.0	0.40952	0.00176
4030.010	218.5	0.43517	-0.02490
4031.567	348.2	0.45073	-0.02084
4035.144	307.2	0.43471	-0.00667
4071.025	279.9	0.45064	-0.01135
4073.919	150.2	0.44672	-0.00828
4076.868	279.9	0.44534	0.00097
4105.322	382.3	0.41957	-0.03644
4119.330	307.2	0.42166	-0.00213
4120.887	191.1	0.41977	0.00029
4128.505	320.9	0.41482	-0.00053
4157.914	273.1	0.45897	-0.01428
4161.082	184.3	0.45935	-0.00680
4165.997	245.8	0.44750	-0.01621
4166.489	143.4	0.45774	-0.02293
4195.243	170.7	0.44470	-0.03644
4198.001	252.6	0.44677	-0.03441
4199.721	225.3	0.45088	-0.03501
4204.254	327.7	0.44868	-0.01761
4216.596	279.9	0.44791	-0.00632
4225.881	163.8	0.44180	-0.00171
4243.412	314.0	0.44452	0.01664
4275.797	245.8	0.44558	-0.00258
4279.757	361.8	0.44556	-0.01497
4285.764	184.3	0.43075	-0.00258
4322.656	238.9	0.42168	0.00284
4335.708	307.2	0.42274	-0.00309
4355.287	484.7	0.42939	-0.00142
4382.211	191.1	0.41669	-0.02857
4399.606	361.8	0.41145	0.00286
4407.634	198.0	0.40132	-0.01114
4424.154	218.5	0.43251	-0.02008
4436.497	327.7	0.44179	-0.01662
4456.212	211.6	0.43030	0.00099
4458.370	163.8	0.43332	-0.00111
4460.063	307.2	0.43243	0.00098
4470.330	334.5	0.43625	0.00623
4481.526	218.5	0.44007	-0.00895
4487.697	368.6	0.43772	-0.00212
4515.850	191.1	0.42283	0.00258
4543.812	402.8	0.41148	0.00407
4545.860	211.6	0.42917	0.00127
4552.960	286.7	0.42343	0.00183
4569.999	279.9	0.43237	-0.01656
4580.349	327.7	0.43474	-0.01256
4585.018	204.8	0.41977	-0.00246
4600.474	218.5	0.41652	-0.00993
4622.729	245.8	0.41949	0.00587
4640.532	307.2	0.42577	-0.01543
4641.133	184.3	0.42395	-0.01158
4645.939	273.1	0.42506	0.00564
4652.902	375.5	0.42208	-0.00318
4665.327	252.6	0.43054	0.00124
4682.503	334.5	0.40916	-0.00530
4683.759	293.5	0.42343	0.00028
4694.545	320.9	0.41653	-0.02586
4700.170	204.8	0.44447	-0.01881
4701.290	279.9	0.44201	-0.02486
4728.160	293.5	0.44166	-0.02401
4742.304	355.0	0.45862	-0.02149
4777.803	436.9	0.44791	-0.01383
4785.340	245.8	0.45070	-0.02365
4794.351	307.2	0.44530	-0.02821
4803.198	368.6	0.44264	-0.02579
4813.711	279.9	0.44151	-0.01945
4821.985	300.4	0.44069	-0.01757
4828.812	252.6	0.43844	-0.01776
4831.242	191.1	0.45345	-0.01706
4862.891	273.1	0.47076	-0.03554
4878.073	293.5	0.48864	-0.04564
4885.173	198.0	0.47051	-0.02870
4887.549	245.8	0.47834	-0.03272
4961.795	191.1	0.46846	-0.04693
4992.925	211.6	0.46657	-0.02452
4994.318	409.6	0.46248	-0.01369
5018.238	198.0	0.44939	-0.02513
5054.884	225.3	0.43798	-0.00023
5062.475	170.7	0.44039	0.00067
5068.401	348.2	0.44071	0.01520
5078.422	279.9	0.43295	0.02220
5083.255	300.4	0.42657	0.02667
5091.912	361.8	0.43140	0.02501
5105.647	163.8	0.44431	0.04020
5142.647	320.9	0.40904	-0.01587
5149.693	184.3	0.41342	-0.03299
5152.997	238.9	0.41548	-0.02405
5163.346	300.4	0.40942	-0.00809
5172.876	191.1	0.41721	0.00093
5173.695	191.1	0.40796	-0.00038
5177.573	341.3	0.42340	0.00133
5196.879	252.6	0.45283	-0.00555
5227.162	170.7	0.44999	-0.00564
5230.848	273.1	0.45119	0.00045
5244.201	245.8	0.44436	-0.00003
5260.394	163.8	0.44984	0.00009
5278.334	245.8	0.44435	0.00697
5307.798	157.0	0.45074	-0.01691
5315.417	163.8	0.45369	-0.00052
5316.837	218.5	0.46201	-0.00087
5327.732	273.1	0.45638	0.00812
5333.985	293.5	0.44624	0.01916
5343.625	368.6	0.44294	0.03231
5353.482	273.1	0.46201	0.01556
5354.165	266.2	0.47123	0.02529
5365.224	225.3	0.45856	0.03901
5379.232	198.0	0.49059	0.02744
5383.001	341.3	0.47343	0.03477
5402.962	211.6	0.44683	0.04439
5440.645	402.8	0.45930	0.04105
5456.811	375.5	0.46702	0.05266
5503.314	232.1	0.44881	0.05829
5553.968	279.9	0.44901	0.02327
5561.696	218.5	0.43901	0.03084
5584.114	163.8	0.46108	0.04918
5628.597	238.9	0.44807	0.01443
5660.382	279.9	0.45917	0.02931
5685.367	218.5	0.45774	0.00512
5688.480	395.9	0.47261	0.01654
5720.812	163.8	0.47498	0.00178
5725.972	286.7	0.46416	0.02726
5743.585	279.9	0.45770	-0.00955
5757.020	348.2	0.44450	-0.01781
5772.230	395.9	0.43870	-0.02517
5807.947	184.3	0.44147	-0.01534
5813.873	198.0	0.43873	-0.00799
5818.214	245.8	0.43301	-0.01537
5823.594	286.7	0.43190	-0.02126
5837.684	327.7	0.43109	-0.02134
5850.545	293.5	0.42491	-0.02905
5861.468	211.6	0.44145	-0.02221
5872.664	211.6	0.44151	-0.01927
5881.457	300.4	0.44462	-0.02251
5885.689	252.6	0.44454	-0.02494
5930.663	218.5	0.43214	-0.00432
5944.672	163.8	0.42831	0.01188
5957.014	211.6	0.42230	0.00161
5982.874	225.3	0.42636	0.00418
6025.390	259.4	0.41767	-0.01331
6028.558	211.6	0.41497	-0.00607
6031.261	170.7	0.40251	-0.00068
6042.703	286.7	0.39634	-0.02332
6058.131	238.9	0.39084	-0.01931
6062.254	273.1	0.38396	-0.00789
6064.357	238.9	0.39433	-0.01167
6078.037	320.9	0.39014	-0.01361
6085.601	218.5	0.38186	-0.00343
6090.325	368.6	0.39988	-0.01000
6091.172	389.1	0.39412	-0.00502
6101.548	273.1	0.38943	-0.01675
6109.276	170.7	0.40702	-0.02203
6118.042	355.0	0.41358	-0.03472
6133.798	184.3	0.42648	-0.03301
6142.454	300.4	0.41365	-0.00926
6147.806	266.2	0.40986	-0.00217
6151.465	143.4	0.40163	-0.00208
6156.162	150.2	0.40086	-0.00696
6159.056	211.6	0.39989	0.00099
6172.464	293.5	0.37675	-0.03127
6178.307	327.7	0.38861	-0.01643
6180.000	245.8	0.39066	-0.01800
6200.399	163.8	0.42033	-0.00855
6212.796	245.8	0.40771	-0.01572
6220.879	300.4	0.40906	-0.02309
6230.217	764.6	0.39317	-0.02433
6233.822	327.7	0.39692	-0.02429
6243.270	191.1	0.40815	-0.01290
6271.887	218.5	0.42092	0.01143
6280.189	279.9	0.44539	0.01324
6283.657	266.2	0.45147	0.01444
6285.541	355.0	0.44458	0.01599
6299.412	245.8	0.43843	0.02886
6302.143	184.3	0.42750	0.02540
6314.677	273.1	0.44209	-0.00165
6317.135	204.8	0.45093	-0.00512
6329.723	300.4	0.43621	-0.00895
6331.498	184.3	0.43781	0.00537
6349.957	252.6	0.44730	-0.01267
6352.251	293.5	0.44665	-0.01119
6365.358	273.1	0.44665	-0.00607
6366.341	361.8	0.44781	-0.00687
6370.464	293.5	0.45099	-0.01389
6370.819	238.9	0.44819	-0.01196
6383.572	157.0	0.46227	-0.00415
6391.709	266.2	0.45295	-0.00768
6393.757	198.0	0.45308	-0.01288
6400.256	266.2	0.45666	-0.01579
6401.649	184.3	0.45392	-0.01553
6402.686	211.6	0.45699	-0.00102
6421.419	266.2	0.44722	-0.02527
6448.370	232.1	0.46471	-0.02037
6483.678	252.6	0.47287	-0.02535
6518.439	293.5	0.44884	-0.00050
6519.258	259.4	0.45966	-0.00346
6543.070	232.1	0.45934	-0.05254
6548.094	170.7	0.45219	-0.04878
6558.935	286.7	0.46456	-0.02574
6569.612	184.3	0.45558	-0.02528
6591.184	273.1	0.46496	-0.02181
6593.806	191.1	0.46384	-0.01894
6645.798	238.9	0.45153	-0.00208
6680.941	184.3	0.44266	-0.01321
6682.061	211.6	0.44671	-0.01360
6689.379	238.9	0.44525	-0.00452
6726.707	279.9	0.46334	0.02451
6742.600	143.4	0.45562	0.01355
6758.956	238.9	0.43364	0.00854
6767.176	177.5	0.43665	0.01012
6768.213	355.0	0.44202	0.01648
6782.740	382.3	0.42082	-0.00195
6786.563	300.4	0.41795	0.00185
6852.891	300.4	0.42236	-0.01275
6864.852	252.6	0.41267	-0.00638
6872.525	211.6	0.39747	-0.00133
6876.320	382.3	0.40455	-0.00373
6885.140	389.1	0.39665	0.00218
6911.164	191.1	0.38857	0.02180
6912.065	307.2	0.38814	0.01899
6921.267	245.8	0.38868	0.01606
6956.984	327.7	0.37551	-0.01349
6965.641	252.6	0.35983	-0.01620
6997.617	341.3	0.38071	0.00204
7024.213	430.1	0.36303	0.00353
7046.332	191.1	0.37735	-0.00300
7050.919	430.1	0.38537	-0.00283
7058.865	273.1	0.37942	-0.00208
7072.683	382.3	0.38207	-0.00374
7077.734	198.0	0.38227	-0.00143
7081.175	327.7	0.38268	-0.01046
7101.983	382.3	0.37950	-0.01942
7118.367	361.8	0.38380	-0.01711
7124.675	252.6	0.38201	-0.01032
7145.455	382.3	0.38188	-0.01158
7146.738	245.8	0.38576	-0.01138
7187.261	300.4	0.38700	0.00087
7194.880	198.0	0.38218	0.01675
7199.113	191.1	0.38445	0.01302
7206.130	238.9	0.38048	0.01115
7209.025	368.6	0.37023	0.00383
7260.361	218.5	0.40691	-0.02893
7283.736	204.8	0.42259	-0.00196
7288.569	355.0	0.41473	-0.00919
7293.075	279.9	0.41138	-0.00071
7307.738	245.8	0.42824	-0.00035
7309.786	198.0	0.43459	0.00457
7335.482	361.8	0.46409	-0.00055
7338.049	225.3	0.45843	0.00030
7349.408	184.3	0.46525	0.00077
7351.757	191.1	0.46369	-0.00193
7364.400	211.6	0.45982	-0.02406
7392.389	245.8	0.45862	-0.06739
7409.510	314.0	0.44897	-0.05523
7425.594	402.8	0.46073	-0.04553
7428.925	245.8	0.46391	-0.04801
7447.221	443.7	0.44458	-0.03796
7459.755	218.5	0.43299	-0.04633
7464.806	327.7	0.43852	-0.03875
7481.272	279.9	0.42622	-0.03251
7493.506	327.7	0.42319	-0.01616
7504.401	327.7	0.42805	-0.01726
7509.562	320.9	0.44844	-0.00663
7511.828	307.2	0.44395	-0.00646
7523.625	245.8	0.45907	-0.00209
7528.567	116.1	0.46484	-0.01070
7536.213	375.5	0.45118	-0.00951
7546.071	198.0	0.45171	-0.01585
7550.631	218.5	0.44780	-0.01557
7551.696	238.9	0.44243	-0.00242
7577.610	143.4	0.45781	0.00099
7580.751	334.5	0.46296	-0.00477
7582.307	163.8	0.45932	-0.00079
7590.335	327.7	0.47019	-0.00172
7653.823	238.9	0.47605	-0.01889
7654.724	273.1	0.47552	-0.01518
7668.405	198.0	0.47341	0.01165
7684.925	238.9	0.47839	0.01266
7711.386	382.3	0.48001	-0.00747
7718.676	266.2	0.47246	-0.00212
7722.117	198.0	0.48022	-0.00199
7730.091	300.4	0.48488	0.00256
7735.497	191.1	0.47645	-0.00930
7740.358	218.5	0.47778	-0.00207
7762.668	170.7	0.46252	0.00183
7774.355	245.8	0.48132	0.00411
7796.692	314.0	0.48023	-0.00138
7797.238	245.8	0.47538	-0.01361
7804.583	245.8	0.47856	-0.01306
7846.417	300.4	0.46773	-0.00020
7857.831	327.7	0.46258	0.00519
7861.927	273.1	0.45335	0.00519
7870.447	170.7	0.45792	0.01781
7900.020	184.3	0.42606	0.01596
7901.549	191.1	0.42698	0.02090
7905.154	218.5	0.43739	0.00926
7916.158	163.8	0.44182	0.00393
7931.150	348.2	0.43780	-0.00057
7959.166	327.7	0.44027	-0.00270
7964.737	293.5	0.45004	0.00152
7982.432	211.6	0.44883	-0.00763
7985.408	368.6	0.44910	-0.02614
7987.401	163.8	0.44561	-0.01768
8009.492	191.1	0.43684	-0.00182
8014.735	143.4	0.44193	-0.00686
8026.177	184.3	0.43626	0.00021
8032.457	286.7	0.43021	0.00158
8036.936	348.2	0.43360	0.00192
8046.739	293.5	0.44666	0.01180
8057.661	273.1	0.43403	0.01403
8082.947	266.2	0.43875	0.01562
8095.891	327.7	0.43669	0.00746
8099.004	150.2	0.44485	0.01175
8107.196	266.2	0.44682	0.01086
8124.972	293.5	0.43687	0.00234
8125.491	129.7	0.43459	0.00274
8125.819	314.0	0.43572	0.00473
8126.802	184.3	0.43563	0.00076
8153.262	163.8	0.43132	0.01369
8153.617	211.6	0.43111	0.00404
8158.860	163.8	0.43207	0.00215
8196.297	245.8	0.42206	0.02960
8295.939	238.9	0.44387	0.02289
8312.460	259.4	0.43328	0.01595
8327.670	238.9	0.43907	-0.00009
8355.768	191.1	0.43872	-0.01605
8356.396	327.7	0.43749	-0.01174
8369.558	293.5	0.43936	-0.02467
8372.234	279.9	0.44862	-0.02098
8376.521	252.6	0.43152	0.00096
8393.288	252.6	0.40126	0.02189
8432.555	300.4	0.41940	-0.00181
8433.783	184.3	0.42033	-0.00145
8439.081	163.8	0.42059	-0.00209
8444.351	238.9	0.43257	-0.00604
8453.362	375.5	0.42179	-0.01362
8474.825	293.5	0.41480	-0.01007
8484.710	245.8	0.40996	0.00029
8486.786	198.0	0.40137	-0.00688
8512.481	191.1	0.42668	0.00165
8513.328	327.7	0.43326	0.00824
8520.509	348.2	0.43503	0.00573
8533.098	409.6	0.44802	0.02580
8559.258	273.1	0.44225	0.02200
8580.529	348.2	0.43466	-0.00277
8584.134	225.3	0.42828	-0.01920
8584.789	300.4	0.42820	-0.01543
8593.500	245.8	0.42023	-0.00984
8596.012	218.5	0.41799	-0.00938
8600.682	252.6	0.42630	0.00088
8610.021	286.7	0.43081	0.00882
8611.714	198.0	0.44318	0.01349
8614.499	273.1	0.45145	0.01409
8620.588	157.0	0.44139	0.00160
8622.008	252.6	0.43892	0.00642
8627.715	245.8	0.44804	0.00208
8639.375	245.8	0.43328	-0.00121
8642.133	273.1	0.43410	-0.00202
8644.127	252.6	0.42600	0.00009
8645.219	279.9	0.43246	-0.00236
8693.579	245.8	0.45110	0.00110
8712.120	191.1	0.46033	-0.02304
8744.260	211.6	0.47537	-0.00640
8754.200	245.8	0.47109	-0.01491
8784.647	245.8	0.47101	-0.01204
8818.534	211.6	0.44973	-0.00853
8826.399	279.9	0.45589	-0.00865
8837.895	238.9	0.46970	-0.02911
8844.640	300.4	0.46634	-0.01844
8873.667	273.1	0.45651	-0.01459
8892.071	361.8	0.45496	-0.01055
8898.761	191.1	0.45920	-0.02369
8905.998	191.1	0.45649	-0.02662
8921.781	273.1	0.47164	-0.01216
8961.539	211.6	0.47686	-0.00172
8984.450	300.4	0.46195	-0.02797
9002.063	163.8	0.45856	-0.01761
9002.936	348.2	0.45788	-0.02082
9034.994	334.5	0.45431	-0.02513
