DXEX v5
C:\Data\LDA\Skin_Friction_2017\Charlie_Z\20170815_CharlieZ.lda
16:54:10
5;400.0000 mm;0.0000 mm;-20.0000 mm
Region1
"AT [ms]"	"TT [us]"	"LDA1 [m/s]"	"LDA4 [m/s]"	
1803.916	273.1	0.41860	-0.00984
1825.652	238.9	0.43863	-0.00573
1851.703	334.5	0.43247	-0.01197
1867.295	245.8	0.46786	-0.01811
1868.469	177.5	0.46729	-0.00196
1892.144	273.1	0.46416	-0.03988
1905.633	382.3	0.45010	-0.03232
1907.954	457.4	0.43629	-0.03828
1914.453	416.4	0.43257	-0.02897
1925.758	279.9	0.43025	-0.01792
1932.503	293.5	0.43095	-0.01866
1936.736	163.8	0.43441	-0.02435
1967.510	163.8	0.47178	-0.01923
1994.435	211.6	0.45181	-0.02014
2002.244	245.8	0.43550	-0.01662
2021.441	191.1	0.43452	0.00660
2038.917	157.0	0.43736	0.01715
2043.696	252.6	0.41061	0.01346
2064.968	279.9	0.39740	0.00945
2111.717	163.8	0.41702	0.01269
2131.241	546.1	0.43166	0.01684
2132.388	218.5	0.38447	0.00611
2135.173	361.8	0.40406	0.01180
2159.285	163.8	0.47166	-0.03557
2166.494	245.8	0.44113	0.02150
2194.074	252.6	0.49671	0.00250
2200.108	184.3	0.48543	0.01011
2203.249	293.5	0.49177	-0.00185
2204.832	191.1	0.49218	-0.00032
2215.509	218.5	0.50128	-0.00263
2224.084	245.8	0.53050	-0.00239
2268.020	238.9	0.51539	-0.01393
2272.935	320.9	0.51626	-0.00655
2314.414	300.4	0.51211	-0.00032
2314.906	211.6	0.51345	0.00362
2318.428	191.1	0.51135	0.00160
2320.340	191.1	0.51825	-0.00015
2324.326	320.9	0.52551	-0.01043
2330.334	157.0	0.50981	-0.01639
2337.461	259.4	0.49714	-0.00573
2353.080	211.6	0.51861	-0.01587
2377.602	252.6	0.49715	-0.02394
2397.235	225.3	0.48242	-0.01108
2409.223	170.7	0.48413	-0.00128
2415.094	163.8	0.48224	-0.01056
2419.599	300.4	0.48491	-0.00969
2485.709	198.0	0.42932	0.04828
2487.211	184.3	0.43215	0.03577
2488.986	279.9	0.43340	0.01322
2490.296	334.5	0.44802	-0.00145
2495.102	293.5	0.44392	0.00319
2527.160	279.9	0.45911	0.00173
2541.769	143.4	0.45915	-0.00585
2548.514	218.5	0.44865	-0.00587
2550.071	191.1	0.44254	0.00445
2551.791	286.7	0.44642	-0.00368
2557.744	218.5	0.44386	-0.01256
2558.754	184.3	0.43087	-0.00246
2612.084	307.2	0.47596	-0.00391
2614.241	252.6	0.46553	0.00030
2625.027	218.5	0.43094	-0.00431
2642.886	307.2	0.43935	-0.01555
2643.924	170.7	0.44418	-0.01760
2645.453	211.6	0.44175	-0.01879
2654.491	279.9	0.44579	-0.01876
2654.874	238.9	0.45042	-0.02267
2656.922	443.7	0.45037	-0.02312
2665.878	245.8	0.45513	-0.03554
2668.281	266.2	0.45396	-0.03646
2683.737	355.0	0.42985	-0.02345
2689.690	293.5	0.42190	-0.01249
2691.738	320.9	0.43984	-0.00297
2746.761	163.8	0.44430	0.02703
2757.765	286.7	0.44116	0.00135
2760.468	218.5	0.44345	-0.00985
2768.196	225.3	0.45331	0.00167
2772.511	273.1	0.45148	0.00000
2795.530	191.1	0.49579	-0.00105
2813.471	218.5	0.48458	0.03050
2813.962	225.3	0.49831	0.02471
2822.564	300.4	0.46479	-0.01383
2830.401	232.1	0.47709	-0.00297
2832.749	293.5	0.47770	0.00306
2833.541	409.6	0.47548	-0.00018
2840.805	238.9	0.46138	0.00038
2843.754	218.5	0.47664	-0.00058
2849.079	191.1	0.48805	-0.00970
2851.509	327.7	0.48164	-0.00979
2862.623	225.3	0.47154	-0.00632
2863.333	218.5	0.47463	-0.00847
2868.657	307.2	0.45781	-0.00764
2876.686	225.3	0.46275	-0.01610
2880.399	211.6	0.45885	-0.00164
2881.956	238.9	0.46524	-0.00947
2889.001	300.4	0.46598	-0.00034
2903.774	273.1	0.49072	0.01105
2921.141	184.3	0.50412	0.00079
2921.496	47.8	0.48434	-0.00046
2932.500	245.8	0.49660	-0.03326
2954.537	307.2	0.48327	-0.00292
2957.868	245.8	0.48736	-0.00678
2974.990	136.5	0.47476	-0.00745
2988.397	170.7	0.48149	0.00068
3005.409	191.1	0.47662	0.00325
3025.999	300.4	0.47445	-0.01746
3032.525	327.7	0.48687	0.00748
3053.387	279.9	0.48070	0.00760
3078.591	252.6	0.50126	0.01682
3083.807	252.6	0.48189	0.00090
3137.027	170.7	0.52359	0.01430
3138.912	211.6	0.51449	0.01236
3155.623	252.6	0.50965	0.00368
3156.470	225.3	0.51236	0.00103
3169.468	191.1	0.50882	-0.00045
3178.479	300.4	0.51408	-0.00210
3193.033	355.0	0.49979	-0.01187
3201.635	252.6	0.49377	-0.02276
3210.264	245.8	0.48371	-0.02520
3212.039	191.1	0.48097	-0.03423
3214.278	266.2	0.47956	-0.02643
3214.797	355.0	0.47908	-0.02259
3225.665	218.5	0.46112	-0.02417
3234.348	218.5	0.46119	-0.00446
3251.470	252.6	0.45585	0.00091
3253.763	191.1	0.45720	0.00101
3265.942	259.4	0.44184	0.00772
3266.297	177.5	0.43829	0.00460
3266.816	252.6	0.44078	0.01380
3289.917	307.2	0.45419	-0.01519
3292.566	327.7	0.44768	-0.00700
3303.735	191.1	0.44466	0.00438
3312.254	320.9	0.45230	-0.00596
3326.672	300.4	0.48168	-0.00469
3335.328	266.2	0.46002	0.00404
3359.631	300.4	0.44973	-0.01942
3365.065	198.0	0.45079	-0.01228
3367.168	300.4	0.45193	-0.00746
3379.784	293.5	0.46000	-0.00700
3380.466	218.5	0.46134	-0.01583
3381.722	279.9	0.45949	-0.00749
3385.327	198.0	0.45760	-0.00367
3393.109	143.4	0.44476	-0.01498
3397.342	436.9	0.45908	-0.01209
3403.950	198.0	0.45637	-0.01212
3409.411	279.9	0.45488	-0.00070
3419.023	143.4	0.44116	0.00092
3426.751	273.1	0.41940	0.00712
3429.045	361.8	0.43907	0.00398
3439.476	266.2	0.42105	0.00919
3442.807	273.1	0.42949	0.00300
3456.870	252.6	0.43017	0.01480
3464.980	293.5	0.40899	0.01443
3465.417	286.7	0.40978	0.01443
3496.793	355.0	0.38174	0.04073
3505.777	300.4	0.39688	0.00354
3541.712	266.2	0.41862	0.00062
3543.842	252.6	0.41858	-0.00557
3546.218	225.3	0.42265	-0.00131
3555.639	286.7	0.39816	-0.00510
3568.882	225.3	0.41327	0.01236
3575.190	355.0	0.41170	0.01172
3593.977	334.5	0.39648	0.03692
3610.252	191.1	0.41199	0.04666
3625.708	436.9	0.38571	0.02628
3634.063	450.6	0.36545	0.03539
3641.573	184.3	0.40212	0.00332
3654.516	259.4	0.40011	0.02023
3658.476	300.4	0.40382	0.03367
3668.361	225.3	0.38650	-0.01247
3699.572	225.3	0.39222	-0.01059
3721.254	163.8	0.38491	0.00272
3772.262	389.1	0.36480	0.01427
3824.118	327.7	0.37907	0.02095
3830.098	273.1	0.36917	0.00680
3836.679	348.2	0.36832	0.00697
3871.686	300.4	0.40633	-0.01449
3881.981	300.4	0.41242	-0.04182
3882.663	279.9	0.40681	-0.04481
3910.134	225.3	0.37267	0.00225
3925.316	375.5	0.39545	0.03204
3932.989	471.0	0.39998	0.04081
3988.340	218.5	0.42304	-0.00202
4006.035	389.1	0.43632	0.01684
4022.692	184.3	0.47006	0.01736
4067.420	238.9	0.45158	0.00191
4119.057	259.4	0.49612	-0.00496
4130.225	163.8	0.48576	0.00373
4133.775	300.4	0.48227	0.00091
4136.288	191.1	0.48058	-0.00259
4147.866	300.4	0.47858	0.01000
4155.539	361.8	0.43949	0.01609
4183.364	238.9	0.45700	0.03127
4195.243	218.5	0.47829	-0.00506
4203.380	163.8	0.45408	-0.00258
4206.493	382.3	0.44155	-0.00573
4225.744	218.5	0.46530	-0.00937
4235.930	245.8	0.46060	-0.00010
4251.057	327.7	0.45074	-0.00790
4252.559	245.8	0.45552	-0.00149
4256.847	402.8	0.45712	-0.00451
4259.359	211.6	0.45964	-0.00614
4265.039	327.7	0.46274	0.00481
4266.977	259.4	0.46255	0.00549
4279.921	402.8	0.46961	0.00992
4289.724	279.9	0.45816	-0.01472
4308.347	225.3	0.46080	-0.01616
4309.357	170.7	0.46337	-0.00640
4326.069	314.0	0.43900	-0.00399
4331.558	286.7	0.43774	0.00671
4340.569	245.8	0.43374	0.01191
4363.452	238.9	0.43604	-0.02030
4390.240	225.3	0.42606	-0.00666
4427.895	177.5	0.43180	-0.02179
4436.989	245.8	0.43420	-0.00856
4445.426	218.5	0.43134	-0.00515
4475.382	191.1	0.43517	-0.01407
4495.234	191.1	0.45011	-0.00277
4500.313	293.5	0.45248	-0.01119
4508.177	218.5	0.46847	-0.00115
4520.929	293.5	0.47573	-0.01385
4526.828	348.2	0.46526	-0.00168
4527.756	512.0	0.44109	-0.01127
4530.186	170.7	0.46623	-0.00219
4536.330	320.9	0.45868	-0.00916
4537.095	293.5	0.46921	-0.01589
4560.415	273.1	0.47164	-0.00990
4571.201	225.3	0.43841	0.03557
4572.157	355.0	0.44053	-0.00203
4578.983	238.9	0.42528	0.00703
4579.557	293.5	0.42652	0.02414
4602.358	238.9	0.40478	-0.01219
4612.734	259.4	0.43768	-0.00212
4626.852	218.5	0.42836	-0.00406
4629.009	211.6	0.42515	0.00103
4632.750	191.1	0.43499	-0.00335
4653.312	238.9	0.41312	0.00236
4672.563	211.6	0.41230	0.01441
4677.123	334.5	0.41017	0.01811
4685.834	198.0	0.40424	0.02334
4686.845	273.1	0.42680	0.03135
4688.428	184.3	0.42568	0.02834
4713.796	252.6	0.44095	0.00041
4717.510	191.1	0.43736	-0.00159
4725.920	423.3	0.42607	0.00600
4734.194	279.9	0.46416	-0.00320
4745.663	211.6	0.52097	0.01033
4747.220	327.7	0.48336	0.00209
4753.719	170.7	0.51098	0.01269
4767.153	163.8	0.49795	0.00274
4776.329	252.6	0.47696	0.00950
4777.667	218.5	0.47170	-0.00706
4784.493	361.8	0.46777	-0.01071
4792.603	170.7	0.46555	-0.00266
4794.733	184.3	0.46357	0.00092
4804.372	170.7	0.47533	0.01744
4805.574	245.8	0.45802	0.01663
4820.811	218.5	0.48333	0.00370
4823.187	163.8	0.48693	0.01208
4824.907	286.7	0.47997	0.00697
4829.413	211.6	0.48645	0.00417
4846.479	163.8	0.48996	0.00042
4857.402	238.9	0.48399	0.01418
4901.967	355.0	0.46818	-0.00923
4903.769	423.3	0.47382	-0.01442
4908.629	279.9	0.45468	0.00974
4938.776	238.9	0.48772	-0.00092
4954.259	170.7	0.48227	-0.00886
4984.160	368.6	0.48982	0.00816
4985.306	266.2	0.48206	-0.00316
4992.625	170.7	0.48475	-0.00200
4995.465	252.6	0.47050	-0.00007
5005.841	382.3	0.46422	-0.00821
5008.654	225.3	0.46418	-0.01440
5026.294	143.4	0.46599	-0.00053
5027.604	143.4	0.46563	-0.00239
5047.784	382.3	0.43254	0.01620
5050.324	355.0	0.43612	0.01508
5053.955	198.0	0.44250	0.02524
5069.875	245.8	0.49413	0.00061
5078.996	170.7	0.48584	0.01280
5136.667	232.1	0.45724	-0.00258
5145.460	238.9	0.44004	0.00041
5147.617	170.7	0.43941	0.00102
5149.037	163.8	0.43979	-0.00030
5157.393	218.5	0.43825	0.00855
5167.988	218.5	0.44186	-0.00254
5174.842	225.3	0.44380	-0.00482
5176.699	143.4	0.44024	-0.00174
5189.724	273.1	0.44024	-0.00923
5192.400	293.5	0.42910	-0.00347
5233.060	218.5	0.42293	0.00077
5236.582	273.1	0.40947	0.01894
5239.395	273.1	0.41053	-0.01266
5246.249	375.5	0.37632	0.02798
5250.618	266.2	0.38769	0.01257
5265.910	279.9	0.43470	-0.00356
5275.139	252.6	0.46600	-0.00145
5297.149	273.1	0.44471	-0.01973
5316.017	238.9	0.48565	0.01993
5329.207	327.7	0.48459	-0.00934
5340.266	191.1	0.48340	-0.00294
5351.079	334.5	0.45875	-0.00057
5374.426	430.1	0.46612	0.02433
5394.961	300.4	0.44986	0.00169
5401.269	238.9	0.45829	0.00600
5405.775	457.4	0.45202	-0.00181
5406.321	143.4	0.44312	0.00102
5407.549	300.4	0.45393	-0.01451
5409.188	184.3	0.44168	0.00017
5412.055	252.6	0.44958	-0.00091
5427.074	191.1	0.39456	0.00087
5434.556	225.3	0.42239	-0.00103
5437.751	191.1	0.42784	0.01590
5459.432	259.4	0.46475	0.00546
5476.553	218.5	0.42881	0.00395
5508.147	218.5	0.41298	-0.01627
5517.022	355.0	0.42935	-0.00320
5519.316	279.9	0.42401	-0.00523
5531.331	266.2	0.45717	0.01175
5543.482	341.3	0.48275	-0.01531
5551.128	218.5	0.48734	-0.00095
5598.723	361.8	0.45134	0.01288
5599.078	273.1	0.44607	0.01467
5608.936	252.6	0.45036	0.00650
5621.989	327.7	0.44358	-0.00388
5627.914	355.0	0.43031	0.00001
5630.208	252.6	0.44844	-0.00626
5632.884	238.9	0.44362	-0.00347
5641.813	232.1	0.44046	-0.00494
5652.627	163.8	0.43820	0.00032
5663.577	116.1	0.43412	-0.00464
5670.731	163.8	0.43877	-0.00305
5671.523	198.0	0.44571	-0.02259
5681.162	382.3	0.44847	-0.02004
5695.007	327.7	0.44847	-0.01140
5703.281	163.8	0.46434	-0.00626
5708.824	279.9	0.48068	-0.01811
5710.681	218.5	0.47727	-0.01908
5713.411	136.5	0.48184	-0.01703
5727.966	238.9	0.46687	-0.02176
5735.721	293.5	0.47101	-0.00491
5740.663	136.5	0.47829	0.00039
5740.882	122.9	0.47710	-0.00215
5748.774	225.3	0.50660	-0.00989
5754.344	191.1	0.48520	0.00041
5760.215	238.9	0.48539	0.00134
5764.420	225.3	0.49161	-0.00246
5773.568	293.5	0.49492	-0.01299
5778.210	266.2	0.49312	-0.00417
5819.279	163.8	0.49657	-0.00199
5825.205	327.7	0.48874	-0.00357
5825.560	136.5	0.50327	-0.00238
5828.564	184.3	0.49091	-0.02360
5832.223	464.2	0.49657	-0.01932
5833.998	198.0	0.48843	-0.00836
5839.213	191.1	0.49892	0.00326
5840.032	191.1	0.49512	0.00194
5846.095	198.0	0.49341	-0.00025
5852.047	191.1	0.49323	-0.00265
5896.475	218.5	0.48522	0.00226
5896.858	300.4	0.48128	0.00037
5939.238	327.7	0.47019	-0.00428
5966.572	238.9	0.41867	0.00332
5976.675	225.3	0.45720	0.00237
5979.324	368.6	0.45259	0.01726
5988.908	198.0	0.46487	-0.00029
5991.202	252.6	0.46434	-0.00673
6006.548	252.6	0.46355	-0.01216
6007.286	327.7	0.45270	-0.00560
6022.496	279.9	0.46062	-0.00305
6024.871	348.2	0.45722	-0.00483
6030.223	238.9	0.45598	-0.00347
6039.480	238.9	0.44147	0.01347
6043.631	225.3	0.43386	0.01718
6059.851	327.7	0.44266	-0.00547
6063.674	375.5	0.43861	-0.01423
6067.524	245.8	0.43899	-0.02358
6067.852	252.6	0.43766	-0.02455
6090.516	191.1	0.45888	0.02483
6091.117	191.1	0.45605	0.01554
6112.007	266.2	0.43401	0.01307
6112.553	191.1	0.43164	0.00044
6150.646	163.8	0.44661	-0.00227
6172.846	143.4	0.48534	-0.01670
6193.408	211.6	0.49072	0.00004
6216.974	170.7	0.47590	-0.00036
6222.353	191.1	0.46495	0.00060
6229.180	252.6	0.47748	-0.00654
6234.368	293.5	0.46815	-0.00988
6237.918	307.2	0.46740	-0.00022
6249.441	191.1	0.45622	-0.00914
6251.735	273.1	0.45181	-0.00476
6275.246	273.1	0.45729	-0.01746
6276.420	375.5	0.45835	-0.01967
6287.807	191.1	0.46437	-0.00331
6298.511	184.3	0.47985	-0.00237
6312.192	361.8	0.48910	-0.00117
6315.578	245.8	0.47997	-0.00565
6319.483	163.8	0.48641	-0.00058
6326.501	238.9	0.46519	-0.00295
6347.636	191.1	0.46507	-0.02278
6375.571	436.9	0.48584	0.00209
6381.496	293.5	0.48816	0.00012
6414.374	191.1	0.47566	-0.00169
6431.577	232.1	0.48317	-0.02366
6438.267	266.2	0.48952	-0.02499
6449.681	245.8	0.48917	-0.00338
6480.237	279.9	0.47263	-0.03328
6484.989	245.8	0.47949	-0.00434
6487.146	157.0	0.47315	-0.00122
6495.911	198.0	0.48308	-0.00793
6556.259	211.6	0.47302	-0.01482
6563.878	334.5	0.48337	-0.00918
6564.861	300.4	0.48460	-0.00974
6569.230	300.4	0.47941	-0.00233
6585.805	218.5	0.47604	-0.01835
6616.361	191.1	0.45645	-0.00295
6617.453	163.8	0.45602	-0.00094
6620.484	245.8	0.45629	-0.00509
6625.236	293.5	0.47013	-0.01380
6629.769	286.7	0.46853	-0.00078
6647.245	279.9	0.46464	0.01269
6655.055	355.0	0.45335	0.01129
6658.413	143.4	0.46349	-0.00650
6676.354	245.8	0.47026	-0.01426
6685.665	327.7	0.45888	-0.01855
6689.925	307.2	0.44771	0.00507
6696.670	341.3	0.46328	0.02267
6712.726	170.7	0.47078	-0.00084
6718.133	191.1	0.48380	-0.00671
6770.371	273.1	0.43154	0.00470
6772.883	368.6	0.43661	-0.01299
6787.546	238.9	0.43053	0.01233
6788.011	348.2	0.43006	0.00793
6791.424	191.1	0.44119	0.01247
6811.877	198.0	0.43226	0.00670
6817.939	218.5	0.43191	0.00374
6830.281	300.4	0.46731	0.00368
6837.955	163.8	0.43045	0.00279
6840.603	225.3	0.43664	0.00174
6843.361	266.2	0.42574	-0.00076
6860.319	464.2	0.41510	-0.00083
6870.914	279.9	0.42847	-0.00052
6873.999	307.2	0.43316	-0.00933
6877.467	191.1	0.43757	-0.02299
6885.195	218.5	0.43726	-0.00269
6889.209	191.1	0.43150	0.00114
6891.721	382.3	0.41132	0.00222
6901.033	300.4	0.41516	-0.02032
6907.641	245.8	0.42259	-0.01943
6919.765	546.1	0.42663	-0.00570
6951.305	163.8	0.44047	-0.00135
6994.941	191.1	0.43244	-0.00187
7008.894	204.8	0.42482	-0.01104
7050.428	238.9	0.45045	0.00121
7053.104	198.0	0.45426	-0.00256
7058.975	238.9	0.43500	0.00573
7063.781	252.6	0.42353	-0.00356
7084.670	218.5	0.42504	-0.01457
7088.084	307.2	0.42664	-0.01726
7091.169	300.4	0.42414	-0.01757
7095.839	150.2	0.41640	-0.02851
7102.829	334.5	0.42527	-0.02807
7119.514	334.5	0.42025	-0.02352
7119.923	327.7	0.42480	-0.02631
7136.717	320.9	0.41342	-0.01996
7180.189	273.1	0.40639	-0.01591
7188.736	225.3	0.40483	-0.01656
7190.156	464.2	0.40481	-0.01910
7209.434	266.2	0.40041	-0.00125
7218.555	204.8	0.37950	0.01822
7238.188	402.8	0.40543	-0.00580
7261.508	300.4	0.41875	-0.01383
7265.331	163.8	0.47022	0.00768
7272.240	191.1	0.43946	-0.00302
7274.370	191.1	0.44015	0.00374
7277.865	191.1	0.44778	-0.00137
7279.094	327.7	0.44347	-0.00971
7297.307	225.3	0.44578	-0.00253
7297.690	279.9	0.43870	-0.00810
7300.966	450.6	0.44260	-0.01288
7323.904	273.1	0.44687	0.02054
7338.650	266.2	0.44833	0.00747
7342.199	225.3	0.45139	0.01051
7349.736	191.1	0.42745	0.00068
7351.729	279.9	0.42201	0.00582
7360.959	389.1	0.43967	0.00698
7362.761	293.5	0.43178	0.01313
7366.366	218.5	0.43747	0.00569
7366.775	320.9	0.43354	0.00583
7376.387	286.7	0.45426	0.00155
7383.296	218.5	0.45669	-0.00177
7387.529	273.1	0.45185	-0.00140
7392.389	245.8	0.44977	-0.01260
7414.699	245.8	0.45753	0.01612
7421.061	423.3	0.46332	0.01832
7427.997	218.5	0.44409	-0.00296
7432.694	191.1	0.44519	0.00009
7433.376	286.7	0.44678	0.00514
7434.933	300.4	0.41452	-0.01951
7438.292	211.6	0.42578	0.01523
7449.651	218.5	0.43321	0.03818
7464.588	163.8	0.43394	-0.00177
7488.454	163.8	0.42635	-0.00160
7513.931	355.0	0.44079	-0.00047
7527.393	238.9	0.42774	-0.01132
7533.292	211.6	0.43143	-0.01330
7536.350	266.2	0.44207	-0.01098
7537.114	218.5	0.43100	-0.00832
7537.824	327.7	0.42459	-0.01670
7550.031	416.4	0.44086	-0.00642
7572.859	334.5	0.43368	-0.00280
7579.713	273.1	0.42545	-0.00338
7593.421	252.6	0.43873	0.00172
7594.677	218.5	0.43856	0.00583
7597.025	198.0	0.44681	0.04631
7613.082	273.1	0.46763	0.04078
7622.393	273.1	0.46206	-0.01256
7666.876	279.9	0.48703	-0.01208
7680.447	211.6	0.46538	-0.02086
7688.148	273.1	0.49478	0.02006
7716.874	320.9	0.49213	0.01929
7718.212	191.1	0.47840	0.04835
7724.957	170.7	0.44889	0.04827
7763.760	218.5	0.47750	-0.03213
7815.615	334.5	0.46984	-0.01342
7818.646	314.0	0.45302	-0.01338
7825.910	170.7	0.44123	-0.00663
7828.559	198.0	0.44659	0.00010
7837.187	279.9	0.45968	-0.00696
7843.523	252.6	0.44281	0.00134
7845.789	266.2	0.46056	-0.00886
7851.223	314.0	0.45303	-0.00925
7854.090	191.1	0.45685	-0.01489
7857.121	163.8	0.45123	-0.01418
7868.235	204.8	0.45570	0.00375
7881.315	143.4	0.43436	-0.00836
7902.915	252.6	0.45105	0.00734
7905.918	218.5	0.45094	0.01038
7928.228	539.3	0.45089	0.01226
7956.244	279.9	0.47738	-0.00075
7958.429	170.7	0.46256	-0.01500
7965.829	327.7	0.46916	-0.01649
7973.011	252.6	0.46239	-0.01565
7990.979	273.1	0.46291	-0.02152
7994.610	184.3	0.45751	-0.02274
8000.591	225.3	0.45480	-0.01827
8006.707	238.9	0.44871	-0.00642
8018.094	293.5	0.43858	-0.00604
8019.132	211.6	0.44088	-0.00469
8029.945	163.8	0.44070	-0.00007
8030.601	300.4	0.43770	0.01547
8039.639	382.3	0.44842	-0.01627
8066.454	402.8	0.45398	0.00930
8067.055	293.5	0.45495	0.00037
8069.021	157.0	0.45606	-0.00205
8082.811	307.2	0.48597	-0.00848
8089.228	191.1	0.47699	-0.01323
8094.334	348.2	0.46177	-0.01280
8135.622	307.2	0.44907	-0.00669
8152.279	136.5	0.44302	-0.02036
8196.816	245.8	0.50574	-0.02105
8205.472	307.2	0.48167	-0.01172
8222.184	157.0	0.47526	-0.01874
8232.451	266.2	0.46164	-0.01853
8237.749	218.5	0.45158	-0.01692
8266.202	238.9	0.45371	-0.02030
