DXEX v5
C:\Data\LDA\Skin_Friction_2017\Charlie_Z\20170815_CharlieZ.lda
16:44:02
3;400.0000 mm;0.0000 mm;-1.0000 mm
Region1
"AT [ms]"	"TT [us]"	"LDA1 [m/s]"	"LDA4 [m/s]"	
5379.069	395.9	0.23260	-0.00591
5400.641	395.9	0.17241	-0.00395
5441.601	416.4	0.21563	-0.01016
5444.523	307.2	0.13409	0.00639
5455.172	436.9	0.18995	0.00677
5477.973	539.3	0.12191	0.01021
5493.511	628.1	0.21827	-0.00505
5497.607	409.6	0.21080	-0.01015
5532.751	238.9	0.09741	-0.00797
5533.297	355.0	0.09681	0.00731
5569.068	245.8	0.19178	-0.00766
5572.536	368.6	0.18918	-0.01327
5663.877	436.9	0.15748	0.01028
5665.707	689.5	0.08176	0.01256
5683.347	314.0	0.28148	0.00125
5705.738	1133.2	0.09098	0.00943
5726.109	491.5	0.28896	0.00040
5729.905	443.7	0.28584	-0.00374
5739.107	464.2	0.27845	-0.00779
5745.906	286.7	0.27412	-0.00847
5790.252	628.1	0.18619	-0.00565
5813.436	710.0	0.11758	0.00483
5816.385	498.3	0.20353	-0.00188
5818.051	382.3	0.16305	-0.00285
5858.355	436.9	0.12797	0.00363
5859.338	593.9	0.12240	0.01208
5871.708	662.2	0.14048	-0.00733
5877.088	464.2	0.10664	0.01792
5947.348	873.8	0.11312	0.01411
5953.328	389.1	0.18787	0.01248
5956.850	593.9	0.25580	-0.03166
5986.287	320.9	0.13947	0.00426
5986.942	873.8	0.13974	0.00568
6002.807	628.1	0.22710	-0.00685
6005.019	805.5	0.16545	-0.00514
6010.262	464.2	0.18883	-0.00734
6019.901	464.2	0.16074	0.00854
6039.890	327.7	0.17877	0.00303
6070.337	252.6	0.17445	-0.00125
6149.117	566.6	0.14388	0.01321
6174.403	1604.3	0.10510	0.00528
6176.205	805.5	0.11383	0.00417
6236.880	307.2	0.32563	-0.03344
6238.901	218.5	0.32542	-0.02761
6241.386	607.6	0.30643	-0.02160
6294.170	600.7	0.13594	0.05683
6296.190	204.8	0.14136	0.03157
6312.110	423.3	0.21817	0.03377
6316.861	655.4	0.09579	0.01369
6329.641	320.9	0.14181	0.03834
6335.075	450.6	0.17190	-0.01290
6343.513	327.7	0.21618	-0.02781
6367.570	293.5	0.20318	0.00743
6413.090	423.3	0.16384	-0.00405
6418.087	764.6	0.17681	0.00118
6444.875	409.6	0.31161	0.00282
6457.873	314.0	0.28653	0.00407
6489.658	450.6	0.27302	0.00099
6492.443	334.5	0.27554	-0.00677
6505.168	279.9	0.27054	-0.00403
6507.571	334.5	0.28627	0.00535
6514.452	252.6	0.27870	-0.00196
6521.580	245.8	0.26020	-0.00619
6576.957	450.6	0.12511	0.01785
6584.931	655.4	0.17662	-0.00204
6597.820	846.5	0.17729	0.00715
6608.333	867.0	0.15034	0.00570
6617.945	443.7	0.13095	0.01373
6649.484	395.9	0.20519	0.01501
6660.325	327.7	0.19477	0.03290
6662.919	286.7	0.29898	-0.00100
6695.332	484.7	0.11834	0.01725
6708.931	314.0	0.24036	-0.02347
6734.817	471.0	0.22625	-0.00477
6749.235	471.0	0.14648	0.01337
6754.560	355.0	0.21920	-0.01373
6777.334	1071.8	0.17028	0.00650
6792.025	334.5	0.23851	0.00145
6802.374	368.6	0.21411	0.01055
6809.146	464.2	0.19638	0.00942
6815.590	334.5	0.23191	0.00603
6852.509	355.0	0.12504	0.02575
6858.025	355.0	0.27220	0.01494
6868.047	327.7	0.19419	-0.00138
6905.648	273.1	0.34628	-0.00785
6907.505	238.9	0.33620	0.00016
6927.411	273.1	0.39026	-0.01333
6955.974	348.2	0.35343	-0.01235
6961.244	232.1	0.33256	0.00362
6987.868	327.7	0.31189	0.00017
6988.551	163.8	0.33182	0.00124
7005.481	505.2	0.31917	-0.00632
7036.337	355.0	0.27624	-0.00360
7072.847	778.2	0.16852	0.03057
7079.264	300.4	0.27692	0.01147
7080.820	409.6	0.27174	0.00393
7081.994	382.3	0.27374	0.00199
7091.033	525.7	0.21727	0.01112
7140.431	430.1	0.28955	-0.00325
7143.188	464.2	0.28263	-0.01606
7148.377	764.6	0.21279	0.00437
7153.893	436.9	0.23763	0.00081
7155.067	361.8	0.25754	0.00329
7157.661	375.5	0.28875	-0.00434
7166.317	464.2	0.30034	-0.00666
7168.775	395.9	0.30063	-0.01234
7189.200	327.7	0.32434	-0.04770
7235.185	245.8	0.29594	-0.00432
7237.315	286.7	0.42626	-0.00603
7254.736	266.2	0.37395	-0.00095
7301.513	416.4	0.35934	-0.01882
7331.441	348.2	0.24315	-0.03781
7403.093	348.2	0.27914	0.01111
7411.340	395.9	0.14815	0.00188
7417.457	279.9	0.27651	-0.00344
7432.503	498.3	0.25083	0.00492
7449.487	375.5	0.24899	0.00853
7459.673	348.2	0.26005	-0.00649
7484.194	593.9	0.16156	0.02013
7501.998	368.6	0.22794	-0.00152
7516.116	580.3	0.11469	0.02351
7531.735	355.0	0.22039	0.00468
7570.347	710.0	0.15616	0.00055
7592.984	334.5	0.22710	-0.00144
7608.221	382.3	0.22812	0.00968
7636.647	546.1	0.14006	0.00536
7638.449	491.5	0.17403	0.00499
7674.412	655.4	0.18687	0.00347
7719.632	327.7	0.24653	-0.00635
7775.420	416.4	0.19662	-0.00285
7802.344	286.7	0.24289	0.00130
7836.259	382.3	0.29024	0.00104
7869.136	225.3	0.21954	0.01197
7872.713	491.5	0.31237	-0.00744
7875.772	307.2	0.30655	-0.00201
7899.392	375.5	0.25302	0.00343
7903.761	273.1	0.31172	-0.00477
7923.395	259.4	0.31519	-0.00336
7935.983	225.3	0.31730	-0.00121
7943.929	300.4	0.26896	-0.00927
7965.338	744.1	0.28638	0.00656
8044.527	266.2	0.31324	-0.00024
8052.282	389.1	0.25134	-0.00092
8067.574	484.7	0.26350	-0.00180
8121.805	416.4	0.33311	-0.00865
8123.334	382.3	0.31752	-0.00195
8149.712	327.7	0.29193	0.00756
8159.188	894.3	0.16589	0.02780
8161.072	368.6	0.25136	-0.01686
8164.212	498.3	0.14181	0.01183
8180.186	593.9	0.16943	-0.01076
8183.627	518.8	0.17539	-0.00940
8200.339	375.5	0.29584	-0.00361
8208.012	245.8	0.28155	0.00735
8208.968	355.0	0.27251	0.00987
8256.591	204.8	0.23400	0.00164
8260.850	443.7	0.26730	-0.00361
8275.514	341.3	0.16504	0.02799
8318.740	546.1	0.19542	0.00669
8343.726	375.5	0.27978	0.00281
8353.065	641.7	0.26191	0.03044
8356.943	409.6	0.19035	0.02344
8360.547	279.9	0.28968	-0.02966
8429.169	348.2	0.26231	0.00845
8438.781	307.2	0.27083	0.01282
8444.897	300.4	0.25615	0.01478
8462.892	252.6	0.29399	0.00000
8503.470	587.1	0.17367	0.00822
8505.627	587.1	0.17449	-0.00024
8525.343	348.2	0.21365	0.00262
8528.319	307.2	0.25202	-0.00201
8530.695	532.5	0.23130	0.00465
8546.669	334.5	0.26461	0.00945
8547.680	416.4	0.26080	0.00910
8565.238	436.9	0.29840	-0.01686
8593.801	355.0	0.20562	0.00695
8616.574	464.2	0.19866	0.00705
8619.578	348.2	0.25884	0.00430
8622.746	498.3	0.22745	0.00068
8633.095	300.4	0.16631	0.00460
8634.160	716.8	0.15729	0.00603
8640.986	491.5	0.20425	0.00262
8655.186	525.7	0.18019	-0.00001
8663.788	409.6	0.19397	0.00196
8669.713	832.9	0.13981	0.01656
8680.035	491.5	0.21401	-0.00437
8689.510	341.3	0.16121	-0.00032
8717.254	457.4	0.14672	-0.00049
8723.698	348.2	0.20689	0.00258
8730.361	395.9	0.15440	0.00949
8733.338	286.7	0.22833	-0.00569
8742.622	355.0	0.20330	0.00449
8774.980	450.6	0.21861	0.00188
8777.247	402.8	0.21695	0.00403
8797.563	273.1	0.23087	-0.01030
8799.502	307.2	0.22303	-0.00354
8821.265	348.2	0.20679	-0.00336
8840.680	839.7	0.14548	0.00483
8848.899	225.3	0.16130	0.00013
8861.624	409.6	0.17423	0.01437
8870.144	580.3	0.27536	-0.00703
8872.984	191.1	0.27009	-0.00873
8891.907	546.1	0.26743	-0.00381
8897.560	266.2	0.26776	-0.00269
8914.026	245.8	0.32085	-0.01616
8930.601	122.9	0.25894	0.12214
8937.974	443.7	0.18196	0.04237
8949.798	327.7	0.29719	0.00239
8962.086	307.2	0.20583	0.00384
8965.963	553.0	0.26010	-0.01422
9014.105	436.9	0.24132	-0.01236
9033.629	225.3	0.34295	-0.01864
9036.141	471.0	0.30882	0.01336
9038.408	300.4	0.33397	-0.00132
9071.613	259.4	0.29527	-0.00079
9085.266	279.9	0.14040	-0.01663
9095.506	655.4	0.16268	0.01104
9101.759	600.7	0.19075	0.01317
9103.834	457.4	0.22621	0.00143
9128.793	662.2	0.20835	-0.00723
9129.885	416.4	0.15267	0.00084
9136.111	464.2	0.23862	-0.00118
9151.758	273.1	0.24609	0.01570
9158.694	464.2	0.23457	0.00242
9164.209	327.7	0.29368	0.00566
9206.781	273.1	0.19727	0.03060
9207.846	710.0	0.12695	0.02274
9246.867	293.5	0.30487	0.01899
9259.646	273.1	0.21794	0.03351
9306.586	491.5	0.15026	0.01353
9328.186	580.3	0.20532	0.00534
9340.474	198.0	0.27581	0.00787
9345.089	341.3	0.24999	-0.00795
9361.418	409.6	0.24294	-0.01273
9362.811	409.6	0.24547	-0.00945
9400.713	559.8	0.22286	0.00461
9404.809	382.3	0.22315	0.00278
9435.392	443.7	0.22696	0.00413
9452.158	361.8	0.23469	-0.00535
9455.244	655.4	0.22573	0.00099
9462.153	320.9	0.26740	-0.00084
9474.113	273.1	0.22937	0.00675
9476.925	546.1	0.11755	0.02328
9505.188	320.9	0.22925	0.03230
9549.097	518.8	0.20777	0.00411
9569.085	580.3	0.21910	0.04192
9576.103	361.8	0.26296	-0.00146
9581.455	778.2	0.17367	0.01076
9584.650	505.2	0.28021	-0.01109
9594.126	484.7	0.33326	-0.01575
9604.065	293.5	0.36731	-0.00576
9609.663	225.3	0.32210	-0.00054
9626.921	300.4	0.32237	-0.00157
9652.316	327.7	0.27677	-0.01807
9662.775	518.8	0.20559	0.01302
9683.692	566.6	0.25104	0.00927
9685.221	477.9	0.10115	0.04457
9703.434	238.9	0.33537	0.00421
9705.783	211.6	0.31361	0.00628
9742.947	225.3	0.31442	-0.00373
9753.296	723.6	0.23955	0.00697
9762.854	409.6	0.25481	-0.00304
9770.581	300.4	0.23197	0.00343
9796.495	457.4	0.22766	0.00155
9804.524	327.7	0.24727	0.00035
9815.692	334.5	0.23376	0.00130
9821.426	887.5	0.15878	-0.00179
9823.638	532.5	0.24523	0.00038
9843.818	293.5	0.22481	-0.00096
9845.429	539.3	0.23027	-0.00123
9849.661	409.6	0.23150	-0.00266
9868.885	273.1	0.32599	-0.00069
9878.252	355.0	0.27749	0.00498
9901.872	232.1	0.22044	0.02063
9903.401	559.8	0.21958	0.01902
9925.246	279.9	0.32399	-0.00123
9933.083	286.7	0.34747	-0.00281
9938.272	293.5	0.30826	-0.00846
9946.436	382.3	0.30843	0.00605
9973.388	382.3	0.26705	0.00162
9974.016	368.6	0.26965	0.00160
9974.644	334.5	0.23799	-0.02787
10014.867	348.2	0.18131	0.00724
10021.775	307.2	0.14097	-0.00911
10032.561	198.0	0.16119	-0.00164
10068.989	327.7	0.22727	0.00822
10079.338	955.7	0.14072	-0.00290
10080.649	580.3	0.15367	-0.00406
10090.151	457.4	0.23453	-0.00018
10095.066	546.1	0.18286	-0.00083
10118.960	273.1	0.22412	-0.00137
10155.305	955.7	0.08961	-0.00246
10173.873	525.7	0.13592	0.09069
10177.260	1235.6	0.07205	0.00792
10258.606	402.8	0.18707	0.00868
10269.174	430.1	0.25327	-0.01356
10333.071	348.2	0.18322	-0.00269
10339.133	573.4	0.19228	0.00150
10386.865	641.7	0.12956	0.01283
10405.543	307.2	0.23645	0.00110
10414.746	484.7	0.20362	0.00839
10429.000	491.5	0.24261	0.00399
10494.809	245.8	0.21228	0.00569
10532.902	327.7	0.20612	-0.00588
10572.578	279.9	0.29619	-0.01154
10577.958	320.9	0.28887	-0.00508
10609.579	245.8	0.28830	-0.00511
10610.562	484.7	0.22635	0.00334
10619.245	341.3	0.31764	-0.00299
10619.628	184.3	0.31622	-0.00415
10620.064	361.8	0.30414	-0.00954
10624.242	327.7	0.30446	-0.00998
10650.648	512.0	0.27266	-0.00621
10654.853	204.8	0.24122	-0.00178
10662.881	327.7	0.22198	0.00162
10676.698	559.8	0.19877	0.00531
10732.623	416.4	0.18128	-0.00101
10734.698	286.7	0.21564	-0.00612
10738.575	600.7	0.18111	0.00158
10742.753	430.1	0.19879	-0.00079
10749.416	382.3	0.17966	0.00271
10752.884	737.3	0.19284	-0.00266
10778.088	1010.3	0.13794	0.00090
10821.096	464.2	0.15251	0.04010
10847.092	553.0	0.13930	0.01311
10857.387	771.4	0.16572	-0.00991
10872.733	430.1	0.22236	-0.08386
10877.157	307.2	0.27971	-0.00008
10890.892	211.6	0.35224	-0.01158
10907.194	416.4	0.34474	-0.00421
11001.047	279.9	0.19744	0.00670
11027.207	245.8	0.30366	-0.00130
11037.611	334.5	0.27923	0.00098
11108.581	539.3	0.14925	-0.00133
11113.824	334.5	0.22821	-0.00092
11119.940	341.3	0.21706	0.00239
11123.709	498.3	0.20191	-0.00133
11140.502	198.0	0.28387	0.00201
11163.440	300.4	0.20862	-0.02767
11195.088	314.0	0.17526	-0.01683
11218.326	505.2	0.14114	0.02087
11222.013	300.4	0.24758	-0.00526
11228.812	143.4	0.23107	0.01616
11262.017	464.2	0.14402	-0.00149
11288.477	1092.3	0.18083	0.00842
11293.256	621.2	0.22481	-0.00444
11313.626	682.7	0.13464	0.01843
11330.311	320.9	0.18495	0.01024
11332.850	382.3	0.21966	-0.00089
11334.762	580.3	0.17378	0.01333
11335.991	341.3	0.20284	-0.00814
11351.200	430.1	0.23506	-0.00246
11357.181	389.1	0.20765	-0.00286
11366.274	457.4	0.27176	0.00456
11369.960	334.5	0.21580	0.01492
11375.640	628.1	0.17636	0.00470
11400.899	436.9	0.20291	-0.00164
11402.073	409.6	0.21599	-0.00250
11440.602	252.6	0.30912	-0.01220
11446.009	286.7	0.28241	-0.01551
11460.646	327.7	0.22658	0.01432
11475.391	839.7	0.12484	0.00857
11493.140	587.1	0.16774	0.00155
11501.496	539.3	0.12895	-0.00146
11538.306	628.1	0.11961	0.02624
11557.612	600.7	0.10515	0.00647
11602.367	273.1	0.33175	-0.00872
11639.177	491.5	0.35074	-0.00931
11643.628	559.8	0.23526	0.00081
11649.062	300.4	0.24001	0.01063
11669.978	348.2	0.37305	0.00064
11675.604	355.0	0.35441	-0.01239
11677.351	327.7	0.34427	-0.00209
11684.560	436.9	0.32702	-0.03964
11700.644	266.2	0.35766	0.00484
11739.092	273.1	0.28021	0.00114
11745.509	320.9	0.23934	0.00376
11754.274	355.0	0.21884	0.00592
11771.505	266.2	0.32027	-0.00653
11775.983	559.8	0.22665	0.00560
11779.424	252.6	0.30435	-0.00184
11781.007	259.4	0.25159	0.00290
11795.780	648.5	0.23462	-0.00646
11801.897	436.9	0.24134	0.00809
11809.871	423.3	0.20479	0.00919
11840.072	307.2	0.23742	-0.00024
11848.783	464.2	0.21232	0.01515
11849.984	252.6	0.31200	-0.00003
11863.364	689.5	0.25380	0.01046
11868.225	293.5	0.34680	0.00061
11870.382	409.6	0.34775	0.00226
11898.972	273.1	0.30374	-0.00112
11929.228	348.2	0.35646	-0.00331
12016.882	361.8	0.34314	-0.01823
12031.109	273.1	0.29812	0.00708
12040.339	389.1	0.29291	-0.00599
12045.664	341.3	0.22122	0.00998
12050.060	621.2	0.16141	0.01602
12058.143	375.5	0.25633	-0.01725
